gamePk,home_team_id,home_team_name,home_avg_last_5,home_ops_last_5,home_hr_rate_last_5,home_strikeout_rate_last_5,home_walk_rate_last_5,home_stolen_success_last_5,away_team_id,away_team_name,away_avg_last_5,away_ops_last_5,away_hr_rate_last_5,away_strikeout_rate_last_5,away_walk_rate_last_5,away_stolen_success_last_5
745444,135,San Diego Padres,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.5,119,Los Angeles Dodgers,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.5
746175,119,Los Angeles Dodgers,0.212,0.59,0.0,7.0,9.0,0.0,135,San Diego Padres,0.133,0.368,0.0,6.0,4.0,0.5
747060,110,Baltimore Orioles,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.5,108,Los Angeles Angels,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.5
746737,113,Cincinnati Reds,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.5,120,Washington Nationals,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.5
745445,135,San Diego Padres,0.217,0.585,0.5,7.0,5.0,0.6666666666666666,137,San Francisco Giants,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.625
746165,119,Los Angeles Dodgers,0.2595,0.6990000000000001,0.5,8.0,7.5,0.8571428571428571,138,St. Louis Cardinals,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.8333333333333334
745116,139,Tampa Bay Rays,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,1.0,141,Toronto Blue Jays,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.875
746335,118,Kansas City Royals,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,1.0,142,Minnesota Twins,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,1.0
746821,145,Chicago White Sox,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.75,116,Detroit Tigers,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.6666666666666666
746089,146,Miami Marlins,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.8571428571428571,134,Pittsburgh Pirates,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.8333333333333334
746418,117,Houston Astros,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.9333333333333333,147,New York Yankees,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.875
745039,140,Texas Rangers,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,1.0,112,Chicago Cubs,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,1.0
745687,133,Oakland Athletics,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.3333333333333333,114,Cleveland Guardians,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.75
747224,109,Arizona Diamondbacks,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.25,115,Colorado Rockies,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.25
745283,136,Seattle Mariners,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.5714285714285714,111,Boston Red Sox,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.25
745848,121,New York Mets,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.625,158,Milwaukee Brewers,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.625
745848,121,New York Mets,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.625,158,Milwaukee Brewers,0.25,0.681,1.0,7.0,3.0,0.5454545454545454
745604,143,Philadelphia Phillies,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.5833333333333334,144,Atlanta Braves,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.5555555555555556
745604,143,Philadelphia Phillies,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.5833333333333334,144,Atlanta Braves,0.325,0.875,0.0,10.0,5.0,0.625
745848,121,New York Mets,0.037,0.251,1.0,10.0,2.0,0.5,158,Milwaukee Brewers,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.625
745848,121,New York Mets,0.037,0.251,1.0,10.0,2.0,0.5,158,Milwaukee Brewers,0.25,0.681,1.0,7.0,3.0,0.5454545454545454
745604,143,Philadelphia Phillies,0.156,0.479,1.0,15.0,3.0,0.7142857142857143,144,Atlanta Braves,0.24157270149858243,0.7049771162413933,0.0,0.0,0.0,0.5555555555555556
745604,143,Philadelphia Phillies,0.156,0.479,1.0,15.0,3.0,0.7142857142857143,144,Atlanta Braves,0.325,0.875,0.0,10.0,5.0,0.625
745117,139,Tampa Bay Rays,0.242,0.71,1.0,11.0,2.0,1.0,141,Toronto Blue Jays,0.219,0.906,3.0,7.0,7.0,0.75
746091,146,Miami Marlins,0.195,0.536,0.0,7.0,4.0,1.0,134,Pittsburgh Pirates,0.205,0.782,3.0,17.0,8.0,1.0
746412,117,Houston Astros,0.342,0.822,1.0,7.0,2.0,0.75,147,New York Yankees,0.258,0.816,1.0,10.0,9.0,1.0
747223,109,Arizona Diamondbacks,0.45,1.077,1.0,9.0,3.0,0.6666666666666666,115,Colorado Rockies,0.133,0.435,0.0,6.0,3.0,0.5
745682,133,Oakland Athletics,0.133,0.328,0.0,13.0,1.0,0.6666666666666666,114,Cleveland Guardians,0.314,0.891,0.0,7.0,3.0,0.75
745276,136,Seattle Mariners,0.235,0.749,2.0,9.0,1.0,0.7777777777777778,111,Boston Red Sox,0.289,0.878,2.0,7.0,2.0,0.8
745435,135,San Diego Padres,0.243,0.6426666666666666,0.3333333333333333,7.0,4.333333333333333,0.5,137,San Francisco Giants,0.281,0.732,1.0,10.0,1.0,0.6666666666666666
746167,119,Los Angeles Dodgers,0.27666666666666667,0.751,1.0,8.666666666666666,6.333333333333333,0.0,138,St. Louis Cardinals,0.097,0.319,1.0,6.0,1.0,0.4
745850,121,New York Mets,0.037,0.251,1.0,10.0,2.0,0.0,158,Milwaukee Brewers,0.25,0.681,1.0,7.0,3.0,0.0
746818,145,Chicago White Sox,0.1,0.2,0.0,11.0,0.0,0.6666666666666666,116,Detroit Tigers,0.188,0.417,0.0,11.0,1.0,0.0
747063,110,Baltimore Orioles,0.303,0.935,2.0,5.0,6.0,0.4,108,Los Angeles Angels,0.071,0.375,1.0,14.0,3.0,0.5
745599,143,Philadelphia Phillies,0.156,0.479,1.0,15.0,3.0,0.5714285714285714,144,Atlanta Braves,0.325,0.875,0.0,10.0,5.0,0.5
745684,133,Oakland Athletics,0.1635,0.4455,1.0,9.0,1.5,0.6,114,Cleveland Guardians,0.302,0.8795,0.5,8.0,4.5,0.5
746736,113,Cincinnati Reds,0.294,0.91,2.0,9.0,2.0,0.8181818181818182,120,Washington Nationals,0.188,0.469,1.0,9.0,0.0,0.8571428571428571
745119,139,Tampa Bay Rays,0.2555,0.7284999999999999,1.0,9.0,2.5,0.7,141,Toronto Blue Jays,0.21100000000000002,0.8125,2.0,7.0,4.0,0.7272727272727273
746333,118,Kansas City Royals,0.161,0.511,1.0,8.0,1.0,0.5714285714285714,142,Minnesota Twins,0.27,0.735,1.0,12.0,5.0,0.7
746087,146,Miami Marlins,0.21250000000000002,0.562,0.0,7.0,4.0,0.75,134,Pittsburgh Pirates,0.22449999999999998,0.7815000000000001,1.5,13.0,7.5,0.6
745037,140,Texas Rangers,0.235,0.812,2.0,10.0,6.0,0.75,112,Chicago Cubs,0.182,0.633,0.0,8.0,5.0,0.75
745436,135,San Diego Padres,0.25475,0.6805,1.0,6.5,3.25,0.8,137,San Francisco Giants,0.2975,0.7935,1.5,8.5,1.5,0.8
746410,117,Houston Astros,0.312,0.764,0.5,6.5,4.0,0.8,147,New York Yankees,0.272,0.8294999999999999,1.0,9.5,7.0,0.8
747221,109,Arizona Diamondbacks,0.4355,1.093,2.0,5.5,3.5,0.6666666666666666,115,Colorado Rockies,0.154,0.48050000000000004,0.5,8.5,1.5,0.7142857142857143
746168,119,Los Angeles Dodgers,0.28099999999999997,0.78325,1.75,8.75,5.25,0.5,138,St. Louis Cardinals,0.12,0.358,0.5,10.0,1.5,0.6
745278,136,Seattle Mariners,0.2145,0.681,1.5,11.5,1.5,0.8,111,Boston Red Sox,0.253,0.755,1.0,10.0,2.5,0.6666666666666666
747062,110,Baltimore Orioles,0.3205,0.9795,2.0,5.5,4.0,0.75,108,Los Angeles Angels,0.1215,0.4545,1.0,13.5,2.0,0.8333333333333334
745602,143,Philadelphia Phillies,0.17166666666666666,0.521,1.0,11.333333333333334,3.6666666666666665,1.0,144,Atlanta Braves,0.3426666666666667,0.943,1.3333333333333333,8.333333333333334,4.333333333333333,1.0
746739,113,Cincinnati Reds,0.294,0.9025000000000001,2.0,8.5,2.5,0.8333333333333334,120,Washington Nationals,0.221,0.594,1.0,11.5,3.0,0.8571428571428571
745115,139,Tampa Bay Rays,0.268,0.7473333333333333,1.0,8.0,3.0,0.8,141,Toronto Blue Jays,0.20733333333333334,0.753,1.3333333333333333,8.0,3.6666666666666665,0.8333333333333334
746090,146,Miami Marlins,0.21033333333333334,0.5499999999999999,0.0,9.0,3.3333333333333335,0.5,134,Pittsburgh Pirates,0.246,0.798,1.0,11.666666666666666,6.333333333333333,0.6666666666666666
745845,121,New York Mets,0.09133333333333334,0.38133333333333336,1.6666666666666667,8.666666666666666,2.0,0.75,158,Milwaukee Brewers,0.26766666666666666,0.7010000000000001,1.0,8.666666666666666,2.3333333333333335,0.6666666666666666
746332,118,Kansas City Royals,0.161,0.4985,0.5,9.5,2.0,1.0,142,Minnesota Twins,0.258,0.7184999999999999,0.5,9.0,4.0,0.6666666666666666
746815,145,Chicago White Sox,0.14550000000000002,0.39449999999999996,1.5,9.0,2.0,0.8571428571428571,116,Detroit Tigers,0.2175,0.5505,1.0,7.0,2.5,1.0
