gamePk,home_team_id,home_pitching_player_ERA,home_pitching_player_WHIP,home_pitching_player_K_per9,home_pitching_player_BB_per9,home_pitching_player_HR_per9,home_pitching_player_K_BB_ratio,home_pitching_player_pitches_per_inning,home_pitching_player_strike_to_ball_ratio,home_pitching_player_ground_to_fly_ratio,away_team_id,away_pitching_player_ERA,away_pitching_player_WHIP,away_pitching_player_K_per9,away_pitching_player_BB_per9,away_pitching_player_HR_per9,away_pitching_player_K_BB_ratio,away_pitching_player_pitches_per_inning,away_pitching_player_strike_to_ball_ratio,away_pitching_player_ground_to_fly_ratio
744850,120,5.25,1.5625,5.4375,1.125,2.8125,1.5,15.020833333333334,2.3226495726495724,2.1666666666666665,121,3.9677419354838706,1.3763440860215053,9.695014662756599,6.967741935483871,0.0,1.0,19.2336265884653,1.8699233716475094,1.4444444444444446
744851,120,0.36,0.2,10.08,0.0,0.36,,15.4,2.1662068965517243,1.1666666666666665,136,45.375,6.375,6.0,0.0,0.0,,38.25,3.3333333333333335,2.6666666666666665
744852,120,8.272058823529411,1.683823529411765,5.448529411764706,4.5661764705882355,1.3235294117647058,1.6666666666666667,18.316176470588236,1.7264957264957266,1.5555555555555556,121,0.5625,0.4375,6.75,0.0,0.0,,11.25,3.283333333333333,2.0
744853,120,0.42857142857142855,0.5714285714285715,9.428571428571429,0.42857142857142855,0.42857142857142855,8.0,12.0,2.6565656565656566,1.0,136,5.5,1.0555555555555556,7.5,0.5,4.0,3.0,14.555555555555555,2.234567901234568,1.25
744854,120,11.634146341463415,3.2365853658536587,5.378048780487805,1.75609756097561,0.4390243902439025,0.5,30.08780487804878,2.2411764705882353,1.1333333333333333,121,37.44,6.780952380952381,19.44,20.794285714285714,0.36,0.4444444444444444,53.14666666666667,1.6736842105263157,1.3
744855,120,29.761363636363637,4.909090909090909,5.590909090909091,2.7954545454545454,0.75,2.0,33.21590909090909,1.9674242424242423,4.0,136,5.625,0.9583333333333334,11.625,0.0,2.625,,12.416666666666666,3.5833333333333335,0.2857142857142857
744856,120,3.7108792846497765,0.8792846497764529,11.132637853949328,0.0,0.9836065573770493,,17.317436661698956,2.953333333333333,0.75,142,16.5,3.8253968253968256,21.084415584415584,0.35714285714285715,1.5,1.0,38.676767676767675,2.0258620689655173,0.8095238095238096
744857,120,1.5,0.7777777777777777,5.0,2.0,0.5,4.0,12.222222222222221,2.5444444444444443,1.8333333333333335,142,10.200000000000001,2.2666666666666666,10.5,2.1,1.2,3.0,17.099999999999998,2.493117408906883,1.5
744858,120,7.1826923076923075,1.8942307692307692,14.149038461538462,1.3413461538461537,1.5576923076923077,2.0,20.22596153846154,2.3399305555555556,2.6666666666666665,110,12.0375,4.888636363636364,3.7125,18.910227272727273,5.625,1.1,33.1875,2.0387106357694593,1.5555555555555556
744859,120,0.0,0.27999999999999997,10.08,0.0,0.0,,13.080000000000002,2.3273809523809526,2.25,110,1.4754098360655739,4.437158469945355,20.950819672131146,34.47540983606557,0.0,1.1666666666666667,40.85792349726776,1.2979166666666666,2.5
744860,120,7.0,1.0,4.5,3.0,3.0,0.5,15.555555555555557,1.470680044593088,2.0,142,0.0,0.5714285714285715,14.571428571428571,3.857142857142857,0.0,2.0,15.523809523809524,2.1024531024531026,0.8333333333333333
744861,120,13.714285714285714,4.0108225108225115,9.428571428571429,17.24025974025974,0.42857142857142855,0.4,40.32900432900433,1.6580586080586082,0.5,141,9.9,1.7,6.3,3.6,2.7,1.25,14.0,3.4200000000000004,1.6
744862,120,2.25,1.3,9.675,4.95,1.125,2.0,17.975,1.652360066833751,2.6666666666666665,141,18.0,4.163398692810458,23.35294117647059,18.58823529411765,0.0,1.75,50.66013071895426,2.0024420024420024,1.25
744863,120,19.5,7.696078431372548,2.3823529411764706,18.88235294117647,1.5,0.25,43.6437908496732,1.5723544973544972,0.75,119,0.42857142857142855,1.7627705627705628,7.464935064935065,10.285714285714286,0.0,0.5,22.547186147186146,1.3883538083538085,0.625
744864,120,11.571428571428573,2.619047619047619,6.358441558441559,4.0285714285714285,1.8,1.75,20.83203463203463,3.1644490644490646,0.9,119,1.0,0.3333333333333333,7.0,1.5,0.5,1.6666666666666667,12.222222222222221,2.7841269841269836,0.875
