gamePk,home_team_id,home_batting_player_avg,home_batting_player_OPS,home_batting_player_K_rate,home_batting_player_BB_rate,home_batting_player_productive_outs,home_batting_player_homeRuns,home_batting_player_hits,home_batting_player_rbi,home_batting_player_doubles,home_batting_player_triples,home_batting_player_singles,away_team_id,away_batting_player_avg,away_batting_player_OPS,away_batting_player_K_rate,away_batting_player_BB_rate,away_batting_player_productive_outs,away_batting_player_homeRuns,away_batting_player_hits,away_batting_player_rbi,away_batting_player_doubles,away_batting_player_triples,away_batting_player_singles
745471,134,0.3111111111111111,0.7666666666666667,0.17222222222222222,0.06666666666666668,0,0,13,8,3,0,10,109,0.29074074074074074,1.1240740740740742,0.14444444444444446,0.09444444444444446,0,5,11,8,2,1,3
745472,134,0.16666666666666666,0.6574074074074074,0.14814814814814814,0.12962962962962962,0,1,5,5,2,0,2,138,0.19444444444444445,0.6166666666666667,0.1111111111111111,0.23888888888888887,0,0,6,0,1,0,5
745473,134,0.3083333333333333,0.7,0.15,0.05833333333333333,0,0,8,2,2,0,6,138,0.21296296296296294,0.5555555555555556,0.1388888888888889,0.05555555555555555,0,1,7,1,0,0,6
745474,134,0.2121212121212121,0.7196969696969697,0.38636363636363635,0.07575757575757575,0,2,6,4,1,0,3,109,0.15454545454545454,0.47121212121212125,0.3227272727272727,0.10151515151515152,0,0,6,2,2,0,4
745475,134,0.25,0.6363636363636364,0.18939393939393936,0.07575757575757575,0,0,7,1,2,0,5,138,0.1388888888888889,0.4259259259259259,0.3148148148148148,0.0,0,1,4,2,1,0,2
745476,134,0.18939393939393936,0.5939393939393939,0.31666666666666665,0.10909090909090909,0,1,6,2,1,0,4,121,0.31481481481481477,0.7851851851851852,0.19444444444444445,0.05,1,0,11,5,4,0,7
745477,134,0.17361111111111108,0.4166666666666667,0.26282051282051283,0.1474358974358974,0,0,6,2,0,0,6,121,0.28787878787878785,0.7181818181818181,0.27424242424242423,0.1,0,0,9,3,3,0,6
745478,134,0.3055555555555556,0.8796296296296295,0.1111111111111111,0.027777777777777776,0,2,10,4,3,0,5,143,0.125,0.4,0.25833333333333336,0.05,0,1,4,1,1,0,2
745479,134,0.43148148148148147,1.5314814814814814,0.08888888888888889,0.1111111111111111,0,7,16,14,1,0,8,121,0.15833333333333333,0.5416666666666666,0.3833333333333333,0.075,0,1,5,2,1,0,3
745480,134,0.3,0.85,0.14166666666666666,0.05,0,2,8,6,1,0,5,121,0.23148148148148145,0.574074074074074,0.16666666666666666,0.0,0,1,8,2,0,0,7
745481,134,0.365,0.82,0.205,0.04,3,0,13,8,3,0,10,143,0.305,0.85,0.31,0.08,1,2,13,7,1,0,10
745482,134,0.225,0.65,0.30833333333333335,0.025,0,2,7,4,0,0,5,138,0.3222222222222222,0.9388888888888888,0.2833333333333333,0.044444444444444446,0,2,13,7,4,0,7
745483,134,0.15740740740740738,0.5925925925925926,0.16666666666666666,0.12962962962962962,0,1,5,3,1,0,3,139,0.4,1.06,0.08,0.02,1,3,17,10,3,0,11
745484,134,0.2777777777777778,0.6625,0.15256410256410258,0.0923076923076923,1,1,7,2,1,0,5,138,0.28500000000000003,0.7,0.215,0.04,0,0,11,3,4,0,7
745485,134,0.08333333333333333,0.3106060606060606,0.20833333333333334,0.14583333333333334,0,1,3,1,0,0,2,139,0.24166666666666664,0.6166666666666666,0.25,0.05,1,1,9,3,1,0,7
745486,134,0.16666666666666666,0.5185185185185185,0.2592592592592593,0.027777777777777776,0,1,5,4,0,1,3,139,0.145,0.4683333333333334,0.225,0.17361111111111108,0,0,5,3,1,0,4
745487,134,0.23939393939393938,0.6166666666666667,0.2409090909090909,0.04090909090909091,1,1,11,5,2,0,8,138,0.18181818181818182,0.5333333333333333,0.28484848484848485,0.07272727272727274,1,1,8,4,1,0,6
745488,134,0.09848484848484848,0.3333333333333333,0.29545454545454547,0.022727272727272728,0,1,4,1,1,0,2,113,0.287037037037037,0.7592592592592592,0.12037037037037036,0.05555555555555555,0,1,9,2,2,0,6
745489,134,0.1,0.45,0.4083333333333333,0.03333333333333333,0,1,3,1,2,0,0,113,0.05833333333333333,0.18333333333333332,0.26666666666666666,0.06666666666666667,0,0,2,0,0,0,2
745490,134,0.24074074074074073,0.6481481481481481,0.2037037037037037,0.027777777777777776,0,0,8,4,5,0,3,113,0.16666666666666666,0.41666666666666663,0.25757575757575757,0.022727272727272728,0,0,7,1,2,0,5
745491,134,0.21515151515151515,0.6075757575757575,0.18484848484848485,0.11212121212121212,0,0,10,5,2,1,7,142,0.30454545454545456,0.8787878787878788,0.09999999999999999,0.08888888888888889,1,0,13,10,4,1,8
745492,134,0.27037037037037037,0.6796296296296296,0.21666666666666667,0.05555555555555555,1,1,10,4,0,0,9,142,0.18939393939393936,0.4469696969696969,0.1590909090909091,0.045454545454545456,0,0,6,0,0,0,6
745493,134,0.25,0.6574074074074073,0.25,0.09259259259259259,1,0,7,4,2,0,5,144,0.33636363636363636,0.8166666666666665,0.13939393939393938,0.0,0,0,9,1,2,0,7
745494,134,0.337037037037037,0.7518518518518519,0.18333333333333332,0.13333333333333333,2,0,9,9,1,0,8,119,0.2777777777777778,0.8333333333333334,0.26666666666666666,0.044444444444444446,0,2,11,5,3,0,6
745495,134,0.2545454545454545,0.6318181818181817,0.4272727272727273,0.018181818181818184,1,2,13,7,0,0,11,119,0.32727272727272727,1.0166666666666666,0.2545454545454545,0.12121212121212123,1,3,14,10,4,0,7
745496,134,0.1388888888888889,0.6388888888888888,0.2962962962962963,0.07407407407407407,1,2,4,3,2,0,0,142,0.2333333333333333,0.525,0.35,0.05,0,0,8,0,1,0,7
745497,134,0.11666666666666665,0.425,0.4583333333333333,0.05833333333333333,0,1,4,1,1,0,2,119,0.15,0.5166666666666666,0.2833333333333333,0.11666666666666665,0,0,5,0,3,0,2
745498,134,0.14166666666666666,0.3416666666666667,0.3833333333333333,0.05,0,0,5,1,1,0,4,144,0.4133333333333333,1.1783333333333332,0.16,0.06000000000000001,2,2,14,8,5,0,7
745499,134,0.25277777777777777,0.7222222222222223,0.17916666666666667,0.12083333333333335,1,2,8,4,1,0,5,112,0.24615384615384617,0.7,0.11153846153846153,0.0923076923076923,0,2,9,4,1,0,6
745500,134,0.2314814814814815,0.8444444444444444,0.23333333333333334,0.05,0,3,9,6,1,1,4,137,0.3333333333333333,0.8263888888888888,0.17500000000000002,0.044444444444444446,0,2,13,7,1,0,10
745501,134,0.35333333333333333,0.97,0.195,0.045,1,1,14,11,6,0,7,144,0.19444444444444445,0.6111111111111112,0.1388888888888889,0.08333333333333333,0,1,7,5,2,0,4
745502,134,0.125,0.465,0.39,0.135,0,1,6,5,0,0,5,137,0.2966666666666667,0.8,0.22727272727272727,0.14545454545454548,1,1,12,9,1,0,10
745503,134,0.2796296296296296,0.6962962962962963,0.2222222222222222,0.08333333333333333,1,0,11,7,3,0,8,137,0.1708333333333333,0.5458333333333333,0.20833333333333334,0.08750000000000001,0,2,9,4,1,0,6
745504,134,0.2592592592592593,0.712962962962963,0.18518518518518517,0.0,0,1,9,5,2,1,5,115,0.20833333333333331,0.7,0.225,0.075,0,2,7,3,2,0,3
745505,134,0.30925925925925923,1.175925925925926,0.17222222222222222,0.12777777777777777,0,5,11,10,2,0,4,112,0.25666666666666665,0.8333333333333334,0.29,0.18666666666666668,1,1,10,9,2,0,7
745506,134,0.21296296296296294,0.5444444444444445,0.3222222222222222,0.07777777777777778,0,0,7,2,2,0,5,112,0.3462962962962963,0.8962962962962963,0.11666666666666667,0.07222222222222223,0,1,14,6,4,0,9
745507,134,0.16666666666666666,0.4722222222222222,0.3703703703703704,0.05555555555555555,0,0,6,4,3,0,3,108,0.275,0.7333333333333333,0.3,0.025,1,1,10,5,3,0,6
745508,134,0.08333333333333333,0.22727272727272727,0.29545454545454547,0.0303030303030303,0,0,3,0,1,0,2,108,0.34074074074074073,0.9296296296296297,0.13333333333333336,0.06666666666666668,0,2,15,9,3,0,10
745509,134,0.18518518518518517,0.6296296296296295,0.19444444444444445,0.09259259259259259,0,1,6,4,3,0,2,108,0.14814814814814814,0.5,0.15740740740740738,0.037037037037037035,0,1,5,1,2,0,2
745510,134,0.10833333333333332,0.3833333333333333,0.4166666666666667,0.05833333333333333,0,1,4,2,0,0,3,115,0.3055555555555556,0.7055555555555555,0.22777777777777775,0.0,0,1,12,3,1,0,10
745511,134,0.24166666666666664,0.6166666666666666,0.18333333333333332,0.125,0,0,6,1,1,0,5,115,0.037037037037037035,0.1111111111111111,0.39814814814814814,0.0,0,0,1,0,1,0,0
745512,134,0.24,0.7716666666666667,0.22166666666666668,0.16833333333333333,1,1,8,5,2,0,5,158,0.33636363636363636,1.1121212121212123,0.19090909090909092,0.09545454545454546,0,2,12,7,1,0,9
745513,134,0.11666666666666665,0.45,0.2833333333333333,0.1,0,1,4,2,1,0,2,158,0.16666666666666666,0.45303030303030306,0.25606060606060604,0.10909090909090909,1,0,7,3,0,0,7
745514,134,0.2222222222222222,0.4907407407407407,0.16666666666666666,0.037037037037037035,1,0,7,1,1,0,6,111,0.21000000000000002,0.6616666666666666,0.29333333333333333,0.12000000000000002,1,0,8,5,3,0,5
745515,134,0.2833333333333333,0.9227272727272727,0.23787878787878788,0.06818181818181818,0,1,9,2,1,0,7,111,0.19814814814814813,0.6481481481481483,0.19,0.22999999999999998,0,1,6,4,1,1,3
745516,134,0.225,0.575,0.21666666666666665,0.05833333333333333,0,1,7,2,0,0,6,158,0.1212121212121212,0.3939393939393939,0.4393939393939394,0.07575757575757575,0,1,3,1,0,0,2
745517,134,0.2333333333333333,0.6666666666666666,0.10833333333333332,0.05,0,2,8,3,1,0,5,116,0.30166666666666664,0.6816666666666666,0.19333333333333333,0.025,0,0,9,4,1,0,8
745518,134,0.18181818181818182,0.6212121212121212,0.25757575757575757,0.045454545454545456,0,0,4,1,1,1,2,111,0.312962962962963,1.1,0.11666666666666667,0.07222222222222223,0,4,12,8,4,0,4
745519,134,0.25,0.7,0.175,0.1,1,1,9,3,1,0,7,158,0.13636363636363635,0.46969696969696967,0.34722222222222227,0.16666666666666666,0,1,5,2,1,0,3
745520,134,0.3592592592592593,0.9518518518518518,0.11666666666666667,0.1,0,1,12,7,2,0,9,116,0.20833333333333334,0.5527777777777777,0.3,0.10277777777777779,1,0,9,4,2,0,7
745521,143,0.3592592592592593,1.137037037037037,0.21666666666666667,0.07222222222222223,0,3,13,9,5,0,5,112,0.205,0.62,0.25666666666666665,0.04,0,2,9,6,1,0,6
745522,134,0.23833333333333334,0.6366666666666667,0.2066666666666667,0.08,0,1,11,5,2,0,8,110,0.10277777777777779,0.3,0.11111111111111112,0.05000000000000001,2,0,4,4,2,0,2
745523,134,0.2037037037037037,0.462962962962963,0.18518518518518517,0.027777777777777776,1,0,7,2,1,0,6,110,0.17592592592592593,0.4444444444444444,0.18518518518518517,0.0,0,0,6,2,3,0,3
745524,134,0.19444444444444445,0.6111111111111112,0.3425925925925926,0.05555555555555555,0,2,6,2,0,0,4,110,0.29000000000000004,0.905,0.27,0.0,0,3,12,5,2,1,6
745525,143,0.2037037037037037,0.6203703703703703,0.16666666666666666,0.06481481481481481,0,1,5,3,0,0,4,139,0.2121212121212121,0.6515151515151515,0.25757575757575757,0.06818181818181818,0,1,5,2,1,1,2
745526,143,0.21666666666666665,0.6333333333333333,0.25833333333333336,0.03333333333333333,0,2,7,4,1,0,4,112,0.33499999999999996,0.865,0.2287878787878788,0.07121212121212121,0,0,15,10,4,1,10
745527,143,0.3814814814814815,1.0462962962962963,0.10555555555555556,0.1388888888888889,2,2,11,4,2,0,7,112,0.17727272727272728,0.4848484848484848,0.3772727272727273,0.08181818181818182,0,0,7,2,3,0,4
745528,143,0.21666666666666665,0.6916666666666667,0.325,0.05,1,2,8,6,2,0,4,121,0.2833333333333333,0.7283333333333333,0.085,0.075,0,0,10,3,1,1,8
745529,143,0.16666666666666666,0.6597222222222222,0.2847222222222222,0.0625,0,1,4,3,1,0,2,121,0.32999999999999996,1.05,0.2,0.06000000000000001,0,4,14,11,2,0,8
745530,143,0.18518518518518517,0.5,0.23148148148148145,0.027777777777777776,1,0,6,2,3,0,3,121,0.2424242424242424,0.606060606060606,0.3106060606060606,0.0303030303030303,0,1,7,1,0,0,6
745531,143,0.2,0.7316666666666667,0.19833333333333333,0.145,1,2,7,5,1,0,4,144,0.2037037037037037,0.6851851851851851,0.35555555555555557,0.027777777777777776,1,2,7,4,2,0,3
745532,143,0.21296296296296294,0.8611111111111112,0.14814814814814814,0.12962962962962962,0,2,5,3,2,0,1,144,0.18518518518518517,0.37037037037037035,0.31481481481481477,0.0,0,0,6,0,0,0,6
745533,143,0.18181818181818182,0.5833333333333333,0.3106060606060606,0.053030303030303025,0,2,7,2,2,0,3,144,0.25666666666666665,0.9916666666666666,0.305,0.1,0,3,9,7,3,0,3
745534,143,0.14166666666666666,0.4416666666666666,0.09848484848484848,0.18181818181818182,0,1,5,2,0,0,4,139,0.3409090909090909,0.9696969696969696,0.1590909090909091,0.0303030303030303,0,1,8,1,0,0,7
745535,143,0.4227272727272728,1.481818181818182,0.19393939393939394,0.09090909090909091,0,3,13,8,6,0,4,139,0.31166666666666665,0.745,0.1803030303030303,0.15,0,0,13,4,2,1,10
745536,143,0.135,0.36500000000000005,0.255,0.065,0,0,6,3,2,0,4,144,0.13787878787878788,0.3803030303030303,0.3361111111111111,0.13333333333333333,0,1,6,2,0,0,5
745537,143,0.31481481481481477,0.7314814814814814,0.24074074074074073,0.05555555555555555,0,0,10,5,2,0,8,120,0.06481481481481481,0.21296296296296294,0.14814814814814814,0.0,0,1,2,1,0,0,1
745538,143,0.25,0.7266666666666667,0.36333333333333334,0.08,0,1,9,3,3,0,5,117,0.20166666666666666,0.4766666666666667,0.175,0.06999999999999999,0,0,8,2,1,0,7
745539,143,0.28703703703703703,0.8425925925925926,0.16666666666666666,0.027777777777777776,0,3,10,4,0,0,7,120,0.27666666666666667,0.8800000000000001,0.13833333333333334,0.1,1,3,11,6,1,0,7
745540,143,0.34259259259259256,0.8703703703703703,0.2314814814814815,0.027777777777777776,0,1,11,5,3,0,7,117,0.1590909090909091,0.34848484848484845,0.18939393939393936,0.0303030303030303,0,0,6,0,0,0,6
745541,143,0.08333333333333333,0.275,0.3106060606060606,0.09848484848484848,0,0,3,0,0,0,3,117,0.4651515151515152,1.518181818181818,0.03636363636363637,0.03636363636363637,0,4,18,9,4,0,10
745542,143,0.3606060606060606,0.8484848484848485,0.10151515151515152,0.11666666666666665,0,0,10,3,1,0,9,120,0.35185185185185186,0.7999999999999999,0.20555555555555557,0.05555555555555555,0,0,11,2,2,0,9
745543,143,0.27575757575757576,0.8666666666666667,0.22727272727272727,0.08181818181818182,0,1,9,5,2,1,5,147,0.2685185185185185,0.6851851851851851,0.24444444444444446,0.05555555555555555,0,1,9,6,1,0,7
745544,143,0.40185185185185185,1.0537037037037036,0.12222222222222223,0.10555555555555556,0,1,13,8,4,0,8,146,0.3433333333333334,0.8883333333333333,0.24833333333333335,0.04,1,1,11,5,1,0,9
745545,143,0.36500000000000005,1.0583333333333331,0.26166666666666666,0.056666666666666664,0,3,17,11,2,1,11,120,0.2222222222222222,0.6666666666666666,0.19444444444444445,0.0,0,2,8,3,1,0,5
745546,143,0.24393939393939393,0.6606060606060606,0.253030303030303,0.0787878787878788,0,1,9,5,1,0,7,147,0.21818181818181817,0.6242424242424243,0.2409090909090909,0.09393939393939393,2,2,11,7,2,0,7
745547,143,0.19696969696969696,0.5484848484848485,0.2,0.08636363636363636,0,1,8,3,0,0,7,147,0.3181818181818182,1.1878787878787878,0.18939393939393942,0.09090909090909091,0,6,14,14,2,1,5
745548,143,0.14166666666666666,0.39166666666666666,0.175,0.025,0,0,4,0,2,0,2,146,0.215,0.665,0.31,0.1,0,2,8,4,1,0,5
745549,143,0.26481481481481484,1.1277777777777778,0.27222222222222225,0.20555555555555557,0,4,9,11,3,0,2,133,0.2683333333333333,0.8516666666666666,0.305,0.065,0,2,10,5,4,0,4
745550,143,0.14166666666666666,0.5349999999999999,0.22333333333333333,0.12,0,2,5,3,0,0,3,114,0.25925925925925924,0.7314814814814814,0.1111111111111111,0.027777777777777776,0,2,9,4,1,0,6
745551,143,0.125,0.4444444444444444,0.2986111111111111,0.027777777777777776,1,1,4,2,2,0,1,133,0.45499999999999996,1.67,0.1,0.10500000000000001,1,8,15,18,2,1,4
745552,143,0.2121212121212121,0.553030303030303,0.2727272727272727,0.1590909090909091,0,0,6,2,1,0,5,133,0.24444444444444446,0.8083333333333332,0.15277777777777776,0.09027777777777778,0,1,8,6,0,0,7
745553,143,0.29696969696969694,0.9409090909090909,0.30757575757575756,0.048484848484848485,0,4,12,8,2,0,6,114,0.13333333333333333,0.3,0.2,0.03333333333333333,0,0,4,0,0,0,4
745554,143,0.2,0.525,0.2,0.05,0,1,6,1,1,0,4,114,0.26666666666666666,0.5814814814814815,0.2111111111111111,0.07222222222222223,1,0,9,3,0,0,9
745555,143,0.3083333333333333,0.82,0.27,0.085,1,1,14,7,2,0,11,146,0.32333333333333336,0.8633333333333333,0.125,0.075,0,1,12,6,5,0,6
745556,143,0.31481481481481477,0.8518518518518517,0.21296296296296294,0.0,0,1,10,4,2,1,6,119,0.20138888888888887,0.4861111111111111,0.22916666666666666,0.041666666666666664,0,0,9,3,2,0,7
745557,143,0.32575757575757575,0.9863636363636364,0.10909090909090909,0.05909090909090909,0,3,12,10,2,0,7,119,0.19871794871794873,0.6294871794871795,0.26794871794871794,0.16282051282051282,0,1,7,1,0,0,6
745558,143,0.28703703703703703,0.9425925925925926,0.23333333333333334,0.09444444444444446,0,3,10,5,0,1,6,119,0.16666666666666666,0.5984848484848485,0.3181818181818182,0.11363636363636363,0,1,5,1,1,0,3
745559,143,0.14583333333333334,0.5,0.2777777777777778,0.06944444444444443,1,1,5,2,1,0,3,146,0.23148148148148145,0.6111111111111112,0.3425925925925926,0.0,0,1,8,3,2,0,5
745560,143,0.2685185185185185,0.7037037037037037,0.2685185185185185,0.09259259259259259,1,0,7,2,3,0,4,146,0.1111111111111111,0.2222222222222222,0.3055555555555556,0.0,0,0,3,0,0,0,3
745561,143,0.17592592592592593,0.6203703703703703,0.2777777777777778,0.05555555555555555,0,2,6,2,1,0,3,135,0.375,0.9450000000000001,0.135,0.025,0,1,12,5,1,1,9
745562,143,0.16666666666666666,0.6166666666666667,0.18333333333333335,0.09999999999999999,0,2,7,4,2,0,3,109,0.22272727272727275,0.8196969696969696,0.2,0.08181818181818182,0,3,9,5,1,0,5
745563,143,0.29500000000000004,0.79,0.37,0.09,0,1,13,4,2,0,10,135,0.1388888888888889,0.4259259259259259,0.287037037037037,0.037037037037037035,0,1,4,3,0,0,3
745564,143,0.41666666666666663,1.506060606060606,0.03636363636363637,0.10303030303030303,1,4,14,12,3,0,7,109,0.0606060606060606,0.1515151515151515,0.26515151515151514,0.0,0,0,2,1,0,0,2
745565,143,0.195,0.62,0.22000000000000003,0.095,1,1,8,4,3,0,4,146,0.36666666666666664,0.9133333333333333,0.21000000000000002,0.05333333333333333,0,1,13,6,3,0,9
745566,143,0.337037037037037,0.7851851851851852,0.12777777777777777,0.05555555555555555,0,0,11,4,2,0,9,109,0.20138888888888887,0.4861111111111111,0.2638888888888889,0.0,0,0,6,1,1,0,5
745567,143,0.44833333333333336,1.2816666666666667,0.06999999999999999,0.065,0,3,18,9,4,0,11,135,0.25,0.5416666666666666,0.21527777777777776,0.027777777777777776,0,0,7,2,1,0,6
745568,143,0.22833333333333333,0.7366666666666667,0.29,0.12000000000000002,0,1,8,2,3,0,4,158,0.16999999999999998,0.39,0.1803030303030303,0.022727272727272728,0,0,7,1,1,0,6
745569,143,0.25925925925925924,0.6481481481481481,0.027777777777777776,0.027777777777777776,0,1,7,3,0,0,6,158,0.19166666666666665,0.6,0.225,0.1,0,1,5,1,0,0,4
745570,143,0.09259259259259259,0.4351851851851852,0.12962962962962962,0.16666666666666666,0,1,3,2,0,0,2,158,0.1,0.24166666666666664,0.3333333333333333,0.03333333333333333,0,0,3,0,1,0,2
745571,143,0.37083333333333335,1.1194444444444445,0.10416666666666667,0.10000000000000002,0,1,10,4,1,0,8,121,0.2484848484848485,0.6348484848484849,0.21818181818181817,0.15454545454545454,0,0,7,5,1,0,6
745572,143,0.17666666666666667,0.41,0.315,0.045,1,0,7,4,1,0,6,138,0.215,0.625,0.19,0.06000000000000001,0,2,9,5,1,0,6
745573,143,0.34074074074074073,0.9962962962962963,0.16666666666666666,0.05555555555555555,0,2,12,5,1,1,8,140,0.22727272727272727,0.5757575757575757,0.23611111111111108,0.125,0,1,6,2,0,0,5
745574,143,0.23148148148148145,0.7037037037037037,0.25925925925925924,0.027777777777777776,0,1,7,4,3,0,3,138,0.11363636363636363,0.4848484848484848,0.25,0.053030303030303025,0,2,3,2,0,0,1
745575,143,0.24074074074074073,0.712962962962963,0.3611111111111111,0.1111111111111111,0,1,7,6,2,0,4,138,0.15,0.3833333333333333,0.375,0.0,1,0,5,1,3,0,2
745576,143,0.20555555555555557,0.8055555555555556,0.24444444444444446,0.14444444444444446,0,3,8,10,1,0,4,140,0.24166666666666664,0.7366666666666667,0.225,0.135,0,2,7,4,0,0,5
745577,143,0.3333333333333333,0.9500000000000001,0.15555555555555556,0.14444444444444443,2,1,12,11,3,0,8,120,0.27222222222222225,0.7611111111111111,0.18888888888888888,0.10555555555555556,0,2,7,5,1,0,4
745578,143,0.24074074074074073,0.7407407407407407,0.23148148148148145,0.10185185185185185,1,1,8,5,2,0,5,140,0.23166666666666663,0.61,0.3783333333333333,0.05833333333333333,0,1,9,2,2,0,6
745579,143,0.18518518518518517,0.5277777777777778,0.12037037037037036,0.037037037037037035,0,0,5,3,2,0,3,120,0.12037037037037036,0.45370370370370366,0.17592592592592593,0.09259259259259259,0,0,4,2,4,0,0
745580,143,0.19696969696969696,0.5454545454545454,0.18181818181818182,0.09696969696969697,1,0,9,5,2,0,7,121,0.2484848484848485,0.7015151515151515,0.2651515151515152,0.05454545454545456,0,1,8,4,2,0,5
745581,143,0.2,0.6727272727272727,0.10909090909090909,0.07272727272727274,1,2,7,3,0,0,5,120,0.24,0.55,0.2966666666666667,0.0,0,0,11,3,2,0,9
745582,143,0.25166666666666665,0.7,0.06999999999999999,0.11499999999999999,2,1,10,9,1,0,8,121,0.23333333333333334,0.7055555555555555,0.07777777777777778,0.07222222222222223,0,1,9,4,3,0,5
745583,143,0.34861111111111115,0.9680555555555556,0.07179487179487179,0.22307692307692306,0,1,12,11,0,1,10,137,0.25,0.67,0.23636363636363636,0.1318181818181818,0,1,10,3,1,0,8
745584,143,0.20454545454545456,0.5454545454545454,0.22727272727272727,0.06818181818181818,2,0,7,3,3,0,4,141,0.32407407407407407,0.7388888888888889,0.21666666666666667,0.05,0,0,12,5,2,0,10
745585,143,0.3222222222222222,0.9555555555555555,0.18333333333333332,0.10555555555555556,0,2,10,6,3,0,5,137,0.15,0.35,0.45,0.025,1,0,5,1,1,0,4
745586,143,0.337037037037037,1.1444444444444446,0.25555555555555554,0.08333333333333333,0,2,11,10,2,2,5,141,0.18333333333333332,0.5166666666666666,0.14166666666666666,0.08333333333333333,0,0,6,1,2,0,4
745587,143,0.28703703703703703,0.762962962962963,0.4555555555555555,0.05,0,1,10,5,2,0,7,137,0.26166666666666666,1.0566666666666666,0.29545454545454547,0.045454545454545456,0,2,7,4,1,1,3
745588,143,0.3851851851851852,1.1462962962962964,0.17222222222222222,0.1388888888888889,2,1,11,7,1,0,9,145,0.12037037037037036,0.4074074074074074,0.25,0.05555555555555555,0,1,4,2,1,0,2
745589,143,0.24166666666666664,0.5833333333333333,0.25833333333333336,0.1,0,0,6,3,0,0,6,137,0.22833333333333333,0.5316666666666666,0.3212121212121212,0.1590909090909091,0,0,8,2,1,0,7
745590,143,0.34814814814814815,0.9666666666666666,0.1388888888888889,0.1388888888888889,1,1,12,9,1,1,9,145,0.16,0.5349999999999999,0.22000000000000003,0.1,0,0,7,5,2,0,5
745591,143,0.3333333333333333,0.9907407407407407,0.29444444444444445,0.05555555555555555,0,3,12,7,3,0,6,115,0.28500000000000003,0.625,0.27666666666666667,0.09,1,0,12,6,0,0,12
745592,143,0.23148148148148145,0.7962962962962963,0.21296296296296294,0.05555555555555555,0,3,7,7,1,0,3,145,0.053030303030303025,0.18939393939393942,0.2803030303030303,0.08333333333333333,0,0,2,0,0,0,2
745593,143,0.21296296296296294,0.6851851851851851,0.25,0.037037037037037035,0,2,7,5,2,0,3,115,0.2222222222222222,0.4722222222222222,0.24074074074074073,0.027777777777777776,0,0,7,0,0,0,7
745594,143,0.2409090909090909,0.6666666666666666,0.26515151515151514,0.13181818181818183,0,1,9,4,1,0,7,134,0.24074074074074073,0.6388888888888888,0.2777777777777778,0.1388888888888889,0,1,5,3,1,0,3
745595,143,0.25,0.6388888888888888,0.17592592592592593,0.0,0,1,8,2,0,1,6,134,0.2888888888888889,1.0055555555555555,0.3388888888888889,0.14444444444444446,0,3,10,7,1,0,6
745596,143,0.2037037037037037,0.537037037037037,0.19444444444444445,0.08333333333333333,0,0,7,2,2,0,5,134,0.22575757575757577,0.5560606060606061,0.15454545454545457,0.10454545454545454,0,0,9,4,1,0,8
745597,143,0.22727272727272727,0.5227272727272727,0.09090909090909091,0.06818181818181818,1,0,6,2,1,0,5,115,0.15740740740740738,0.4722222222222222,0.28703703703703703,0.05555555555555555,0,1,5,1,1,0,3
745598,143,0.2537037037037037,0.9037037037037037,0.15000000000000002,0.07777777777777778,0,4,9,8,0,0,5,113,0.2222222222222222,0.5555555555555556,0.3055555555555556,0.0,1,0,8,3,4,0,4
745599,143,0.2537037037037037,0.7481481481481481,0.10555555555555556,0.1388888888888889,0,1,8,4,1,0,6,144,0.44999999999999996,1.2999999999999998,0.1111111111111111,0.06666666666666668,0,4,18,12,4,0,10
745600,143,0.18333333333333332,0.4766666666666667,0.24,0.095,0,0,7,3,1,0,6,113,0.2074074074074074,0.675925925925926,0.4222222222222222,0.12222222222222223,0,1,8,6,1,1,5
745601,143,0.2314814814814815,0.7962962962962963,0.31481481481481477,0.0,0,3,7,5,0,0,4,134,0.175,0.4,0.35,0.05,0,0,7,1,0,0,7
745602,143,0.23484848484848483,0.6742424242424243,0.28030303030303033,0.11363636363636363,0,1,9,4,0,0,8,144,0.25,0.725,0.39166666666666666,0.025,0,1,7,4,2,0,4
745603,143,0.18333333333333332,0.5583333333333333,0.3,0.1,0,1,6,1,0,0,5,113,0.19166666666666665,0.5916666666666666,0.45,0.025,0,0,7,4,4,1,2
745604,143,0.1388888888888889,0.45370370370370366,0.4166666666666667,0.09259259259259259,0,2,10,6,0,0,8,144,0.3,0.8424242424242423,0.22121212121212122,0.1303030303030303,0,0,26,16,12,0,14
745604,143,0.1388888888888889,0.45370370370370366,0.4166666666666667,0.09259259259259259,0,2,10,6,0,0,8,144,0.3,0.8424242424242423,0.22121212121212122,0.1303030303030303,0,0,26,16,12,0,14
745604,143,0.1388888888888889,0.45370370370370366,0.4166666666666667,0.09259259259259259,0,2,10,6,0,0,8,144,0.3,0.8424242424242423,0.22121212121212122,0.1303030303030303,0,0,26,16,12,0,14
745604,143,0.1388888888888889,0.45370370370370366,0.4166666666666667,0.09259259259259259,0,2,10,6,0,0,8,144,0.3,0.8424242424242423,0.22121212121212122,0.1303030303030303,0,0,26,16,12,0,14
745605,133,0.2222222222222222,0.6481481481481481,0.2685185185185185,0.1111111111111111,1,0,6,5,4,0,2,140,0.255,0.8183333333333334,0.2633333333333333,0.045,0,2,10,4,2,0,6
745606,133,0.09259259259259259,0.2037037037037037,0.2777777777777778,0.027777777777777776,0,0,3,2,0,0,3,147,0.2681818181818182,0.6878787878787879,0.2818181818181818,0.06818181818181818,1,0,8,3,1,0,7
