gamePk,team_side,team_id,team_name,inningsPitched,outs,runs,earnedRuns,hits,homeRuns,strikeOuts,baseOnBalls,hitBatsmen,numberOfPitches,balls,strikes,strikePercentage,groundOuts,flyOuts,completeGames,shutouts,saveOpportunities
745882,home,142,Minnesota Twins,9.0,27,8,8,11,4,9,1,0,135,38,97,.720,12,3,0,0,0
744831,away,113,Cincinnati Reds,8.0,24,5,3,9,1,3,3,0,124,42,82,.660,7,7,0,0,0
744831,home,120,Washington Nationals,9.0,27,2,2,5,2,9,1,0,122,42,80,.660,11,5,0,0,0
745470,away,143,Philadelphia Phillies,9.0,27,0,0,6,0,6,1,0,126,49,77,.610,8,3,0,1,0
745470,home,134,Pittsburgh Pirates,9.0,27,6,3,11,1,8,3,0,168,60,108,.640,9,10,0,0,0
747094,away,138,St. Louis Cardinals,9.0,27,2,2,9,1,6,2,0,126,44,82,.650,7,3,0,0,0
747094,home,144,Atlanta Braves,9.0,27,6,5,9,4,11,3,0,147,47,100,.680,6,5,0,0,0
745722,away,139,Tampa Bay Rays,9.0,27,4,4,9,1,7,6,0,168,72,96,.570,9,5,0,0,0
745722,home,147,New York Yankees,9.0,27,6,5,7,4,8,2,0,144,50,94,.650,10,4,0,0,0
744909,away,116,Detroit Tigers,8.0,24,5,5,11,2,9,2,0,132,43,89,.670,2,4,0,0,0
744909,home,141,Toronto Blue Jays,9.0,27,4,4,6,1,6,4,0,129,53,76,.590,4,12,0,0,0
746610,away,135,San Diego Padres,9.0,27,1,1,2,0,8,2,0,116,39,77,.660,8,1,0,0,0
746610,home,114,Cleveland Guardians,9.0,27,2,2,8,0,7,3,1,167,59,108,.650,8,8,0,0,0
746042,away,121,New York Mets,8.0,24,4,4,9,2,7,4,1,130,43,87,.670,6,6,0,0,0
746042,home,146,Miami Marlins,9.0,27,2,1,8,0,14,2,0,167,54,113,.680,8,6,0,0,0
746287,away,145,Chicago White Sox,8.0,24,4,4,10,0,10,2,1,138,47,91,.660,5,4,0,0,0
746287,home,118,Kansas City Royals,9.0,27,1,1,3,0,6,0,1,103,34,69,.670,9,6,0,0,0
746853,away,109,Arizona Diamondbacks,9.1,28,2,1,4,0,7,5,0,134,51,83,.620,7,11,0,0,0
746853,home,112,Chicago Cubs,10.0,30,1,1,2,1,15,2,1,127,37,90,.710,1,11,0,0,0
744991,away,110,Baltimore Orioles,8.0,24,3,3,6,1,3,3,0,116,47,69,.590,12,3,0,0,0
744991,home,140,Texas Rangers,9.0,27,2,2,5,1,11,4,0,161,58,103,.640,7,7,0,0,0
746528,away,137,San Francisco Giants,9.0,27,2,2,4,1,15,3,0,140,48,92,.660,8,2,0,0,0
746528,home,115,Colorado Rockies,9.0,27,3,2,7,2,6,1,0,118,44,74,.630,8,6,0,0,0
745633,away,108,Los Angeles Angels,9.0,27,5,5,8,1,4,7,0,147,57,90,.610,10,5,0,0,0
745633,home,133,Oakland Athletics,9.0,27,8,8,15,1,9,4,2,184,70,114,.620,5,5,0,0,0
745230,away,117,Houston Astros,8.0,24,6,6,9,2,6,2,0,139,48,91,.650,7,5,0,0,0
745230,home,136,Seattle Mariners,9.0,27,4,4,9,2,11,1,0,119,34,85,.710,9,4,0,0,0
746125,away,111,Boston Red Sox,8.0,24,9,9,10,6,5,1,0,128,45,83,.650,8,5,0,0,0
746125,home,119,Los Angeles Dodgers,9.0,27,6,6,9,1,14,6,1,167,62,105,.630,7,4,0,0,0
745717,away,139,Tampa Bay Rays,8.0,24,9,9,15,5,10,3,0,165,53,112,.680,6,4,0,0,0
745717,home,147,New York Yankees,9.0,27,1,1,3,1,10,2,1,137,49,88,.640,5,7,0,0,0
746612,away,116,Detroit Tigers,9.0,27,2,2,12,0,9,2,1,136,36,100,.740,11,2,0,0,0
746612,home,114,Cleveland Guardians,9.0,27,8,7,12,2,13,1,0,159,53,106,.670,7,3,0,0,0
745473,away,138,St. Louis Cardinals,8.0,24,2,2,8,0,5,2,0,141,56,85,.600,16,0,0,0,0
745473,home,134,Pittsburgh Pirates,9.0,27,1,1,7,1,5,2,0,121,40,81,.670,10,6,0,0,0
746034,away,121,New York Mets,9.0,27,4,4,9,2,8,6,1,158,67,91,.580,8,3,0,0,0
746034,home,146,Miami Marlins,9.0,27,6,6,11,3,8,5,1,146,58,88,.600,7,4,0,0,0
747095,away,113,Cincinnati Reds,9.0,27,1,1,3,0,8,5,1,142,51,91,.640,9,8,0,0,0
747095,home,144,Atlanta Braves,9.0,27,4,4,9,1,10,2,1,135,44,91,.670,8,5,0,0,0
745881,away,143,Philadelphia Phillies,8.0,24,7,7,12,0,8,5,1,151,55,96,.640,9,5,0,0,0
745881,home,142,Minnesota Twins,9.0,27,2,2,4,1,6,1,0,113,34,79,.700,10,7,0,0,0
744988,away,145,Chicago White Sox,9.2,29,4,3,6,2,8,5,0,156,59,97,.620,8,9,0,0,0
744988,home,140,Texas Rangers,10.0,30,3,3,7,2,17,3,0,158,56,102,.650,5,1,0,0,0
746850,away,158,Milwaukee Brewers,8.0,24,3,2,8,1,8,3,0,123,37,86,.700,9,1,0,0,0
746850,home,112,Chicago Cubs,9.0,27,1,1,5,1,7,6,0,158,61,97,.610,14,5,0,0,0
746280,away,109,Arizona Diamondbacks,8.0,24,10,10,15,3,4,1,1,133,44,89,.670,8,7,0,0,0
746280,home,118,Kansas City Royals,9.0,27,4,3,8,1,7,5,1,165,67,98,.590,7,5,0,0,0
746526,away,111,Boston Red Sox,11.2,35,9,7,15,2,7,7,0,176,61,115,.650,18,3,0,0,0
746526,home,115,Colorado Rockies,12.0,36,8,6,13,2,8,1,1,180,59,121,.670,15,6,0,0,0
745635,away,117,Houston Astros,8.0,24,4,4,8,0,4,1,0,117,38,79,.680,6,11,0,0,0
745635,home,133,Oakland Athletics,9.0,27,0,0,8,0,9,2,0,130,42,88,.680,12,2,0,1,0
745232,away,108,Los Angeles Angels,9.0,27,1,1,4,0,14,1,1,144,52,92,.640,3,7,0,0,0
745232,home,136,Seattle Mariners,9.0,27,3,2,4,0,7,4,2,142,59,83,.580,8,7,0,0,0
746124,away,137,San Francisco Giants,8.0,24,3,3,6,1,6,3,0,123,44,79,.640,11,3,0,0,0
746124,home,119,Los Angeles Dodgers,9.0,27,2,1,5,1,10,5,0,138,57,81,.590,7,5,0,0,0
746614,away,116,Detroit Tigers,8.0,24,5,5,11,3,7,3,1,140,50,90,.640,7,5,0,0,0
746614,home,114,Cleveland Guardians,9.0,27,4,3,6,1,6,3,0,140,46,94,.670,6,9,0,0,0
745475,away,138,St. Louis Cardinals,9.0,27,1,1,7,0,7,3,0,135,52,83,.610,8,5,0,0,0
745475,home,134,Pittsburgh Pirates,9.0,27,2,2,4,1,9,0,0,112,29,83,.740,12,5,0,0,0
746036,away,110,Baltimore Orioles,8.0,24,6,6,10,1,9,1,0,154,58,96,.620,5,4,0,0,0
746036,home,146,Miami Marlins,9.0,27,3,3,9,0,12,2,1,140,45,95,.680,8,3,0,0,0
744828,away,135,San Diego Padres,9.0,27,0,0,6,0,4,0,0,102,29,73,.720,10,7,0,1,0
744828,home,120,Washington Nationals,9.0,27,4,4,9,2,6,3,0,138,46,92,.670,11,7,0,0,0
745715,away,121,New York Mets,9.0,27,2,2,5,1,9,8,0,181,79,102,.560,12,4,0,0,0
745715,home,147,New York Yankees,9.0,27,3,3,9,1,11,2,1,161,63,98,.610,5,4,0,0,0
744904,away,139,Tampa Bay Rays,9.0,27,2,2,6,2,10,1,0,132,40,92,.700,8,4,0,0,0
744904,home,141,Toronto Blue Jays,9.0,27,4,4,4,1,10,8,0,169,69,100,.590,10,2,0,0,0
745878,away,143,Philadelphia Phillies,9.0,27,0,0,3,0,11,5,0,147,63,84,.570,8,6,0,1,0
745878,home,142,Minnesota Twins,9.0,27,3,3,6,0,6,3,0,152,58,94,.620,6,8,0,0,0
744985,away,145,Chicago White Sox,8.0,24,3,3,6,0,10,4,0,138,52,86,.620,10,3,0,0,0
744985,home,140,Texas Rangers,9.0,27,2,2,5,1,7,0,0,99,21,78,.790,8,8,0,0,0
746848,away,158,Milwaukee Brewers,9.0,27,0,0,7,0,11,3,0,162,58,104,.640,4,10,0,1,0
746848,home,112,Chicago Cubs,9.0,27,1,1,7,0,6,4,0,132,53,79,.600,12,4,0,0,0
746281,away,109,Arizona Diamondbacks,9.0,27,2,2,7,0,5,3,0,130,50,80,.620,8,7,0,0,0
746281,home,118,Kansas City Royals,9.0,27,6,5,8,1,9,2,0,150,49,101,.670,8,5,0,0,0
746524,away,111,Boston Red Sox,9.0,27,0,0,7,0,7,1,0,129,41,88,.680,13,2,0,1,0
746524,home,115,Colorado Rockies,9.0,27,6,6,11,2,6,6,1,182,64,118,.650,8,8,0,0,0
745632,away,117,Houston Astros,8.0,24,8,8,13,5,7,2,0,151,50,101,.670,7,7,0,0,0
745632,home,133,Oakland Athletics,9.0,27,2,2,9,2,9,0,1,131,40,91,.690,5,7,0,0,0
745227,away,108,Los Angeles Angels,9.0,27,1,1,3,0,6,5,1,120,51,69,.580,10,6,0,0,0
745227,home,136,Seattle Mariners,9.0,27,5,1,4,0,10,2,1,116,41,75,.650,10,2,0,0,0
746118,away,137,San Francisco Giants,8.0,24,5,5,9,0,13,6,2,182,76,106,.580,5,2,0,0,0
746118,home,119,Los Angeles Dodgers,9.0,27,2,2,5,1,8,6,0,169,75,94,.560,9,7,0,0,0
747090,away,113,Cincinnati Reds,9.0,27,0,0,2,0,7,1,0,120,40,80,.670,6,8,0,1,0
747090,home,144,Atlanta Braves,9.0,27,1,1,8,0,12,2,1,136,50,86,.630,9,2,0,0,0
747091,away,113,Cincinnati Reds,9.0,27,4,4,10,0,14,3,0,156,49,107,.690,5,5,0,0,0
747091,home,144,Atlanta Braves,9.0,27,9,9,12,2,11,3,1,157,52,105,.670,5,4,0,0,0
745472,away,138,St. Louis Cardinals,8.0,24,5,5,5,1,5,4,1,131,52,79,.600,7,5,0,0,0
745472,home,134,Pittsburgh Pirates,9.0,27,0,0,6,0,4,9,0,152,66,86,.570,13,0,0,1,0
745877,away,143,Philadelphia Phillies,8.1,25,5,5,9,1,9,5,2,162,63,99,.610,7,6,0,0,0
745877,home,142,Minnesota Twins,9.0,27,4,4,9,1,13,4,0,151,59,92,.610,6,3,0,0,0
746851,away,158,Milwaukee Brewers,9.0,27,2,2,6,1,6,1,0,143,43,100,.700,10,7,0,0,0
746851,home,112,Chicago Cubs,9.0,27,3,3,10,0,9,4,0,160,50,110,.690,6,4,0,0,0
746525,away,111,Boston Red Sox,8.0,24,20,14,21,4,10,2,1,197,66,131,.660,5,8,0,0,0
746525,home,115,Colorado Rockies,9.0,27,7,6,11,1,6,2,0,130,48,82,.630,10,5,0,0,0
745634,away,117,Houston Astros,9.0,27,1,1,9,0,10,2,0,151,59,92,.610,12,2,0,0,0
745634,home,133,Oakland Athletics,9.0,27,8,7,11,1,6,1,2,122,37,85,.700,9,6,0,0,0
745231,away,108,Los Angeles Angels,9.0,27,1,1,6,1,8,4,0,142,51,91,.640,4,7,0,0,0
745231,home,136,Seattle Mariners,9.0,27,2,2,9,0,13,2,0,148,49,99,.670,5,4,0,0,0
746611,away,116,Detroit Tigers,8.0,24,2,1,4,0,7,4,0,126,51,75,.600,6,5,0,0,0
746611,home,114,Cleveland Guardians,9.0,27,1,1,2,1,9,2,0,125,43,82,.660,6,7,0,0,0
746035,away,110,Baltimore Orioles,8.0,24,6,6,9,1,5,4,0,147,51,96,.650,9,6,0,0,0
746035,home,146,Miami Marlins,9.0,27,3,3,4,0,11,6,0,146,58,88,.600,8,3,0,0,0
744824,away,135,San Diego Padres,9.0,27,3,3,6,1,6,2,0,121,47,74,.610,6,6,0,0,0
744824,home,120,Washington Nationals,9.0,27,12,12,20,2,7,4,0,193,65,128,.660,10,6,0,0,0
745716,away,121,New York Mets,9.0,27,3,3,6,2,9,5,3,180,75,105,.580,10,4,0,0,0
745716,home,147,New York Yankees,9.0,27,12,10,14,5,6,4,0,173,57,116,.670,11,9,0,0,0
744905,away,139,Tampa Bay Rays,8.0,24,6,4,8,1,5,2,0,122,37,85,.700,9,5,0,0,0
744905,home,141,Toronto Blue Jays,9.0,27,3,3,4,0,11,4,0,138,51,87,.630,6,9,0,0,0
744989,away,145,Chicago White Sox,8.0,24,10,10,15,3,4,4,0,186,81,105,.560,9,5,0,0,0
744989,home,140,Texas Rangers,9.0,27,2,2,4,1,13,0,0,119,37,82,.690,12,2,0,0,0
746279,away,109,Arizona Diamondbacks,9.0,27,6,6,12,0,4,3,1,143,46,97,.680,8,6,0,0,0
746279,home,118,Kansas City Royals,9.0,27,8,8,10,4,3,3,1,156,59,97,.620,14,2,0,0,0
746119,away,137,San Francisco Giants,9.0,27,3,3,5,0,10,2,2,150,58,92,.610,9,5,0,0,0
746119,home,119,Los Angeles Dodgers,9.0,27,8,8,9,1,10,9,1,177,76,101,.570,8,3,0,0,0
747090,away,113,Cincinnati Reds,9.0,27,0,0,2,0,7,1,0,120,40,80,.670,6,8,0,1,0
747090,home,144,Atlanta Braves,9.0,27,1,1,8,0,12,2,1,136,50,86,.630,9,2,0,0,0
744827,away,135,San Diego Padres,9.0,27,0,0,0,0,9,3,0,114,43,71,.620,12,3,0,1,0
744827,home,120,Washington Nationals,9.0,27,3,3,6,0,7,3,0,129,41,88,.680,12,3,0,0,0
746037,away,110,Baltimore Orioles,10.0,30,6,4,9,1,10,3,0,157,52,105,.670,13,2,0,0,0
746037,home,146,Miami Marlins,10.0,30,7,6,12,3,6,2,0,154,58,96,.620,9,7,0,0,0
746609,away,116,Detroit Tigers,9.0,27,0,0,4,0,10,1,1,135,49,86,.640,9,5,0,1,0
746609,home,114,Cleveland Guardians,9.0,27,3,3,8,1,10,2,0,155,46,109,.700,6,8,0,0,0
744984,away,145,Chicago White Sox,8.0,24,2,2,10,1,4,3,1,140,55,85,.610,3,8,0,0,0
744984,home,140,Texas Rangers,9.0,27,1,1,5,0,12,2,0,119,32,87,.730,6,5,0,0,0
744907,away,139,Tampa Bay Rays,9.0,27,0,0,2,0,10,3,0,136,48,88,.650,8,6,0,1,0
744907,home,141,Toronto Blue Jays,9.0,27,13,13,16,1,8,6,2,215,88,127,.590,7,8,0,0,0
746117,away,137,San Francisco Giants,8.0,24,6,6,14,2,7,3,1,142,50,92,.650,9,4,0,0,0
746117,home,119,Los Angeles Dodgers,9.0,27,4,4,11,0,16,4,0,168,62,106,.630,2,4,0,0,0
745794,away,144,Atlanta Braves,9.2,29,3,2,3,1,14,2,1,135,38,97,.720,8,0,0,0,0
745794,home,121,New York Mets,10.0,30,2,2,7,0,12,3,0,155,62,93,.600,9,6,0,0,0
746199,away,133,Oakland Athletics,9.0,27,5,5,7,0,8,2,0,120,45,75,.630,8,7,0,0,0
746199,home,108,Los Angeles Angels,9.0,27,6,6,9,3,4,2,3,164,65,99,.600,10,9,0,0,0
746448,away,142,Minnesota Twins,9.0,27,3,3,8,1,8,2,2,130,45,85,.650,8,5,0,0,0
746448,home,116,Detroit Tigers,9.0,27,9,8,13,4,9,4,1,174,69,105,.600,8,3,0,0,0
745554,away,114,Cleveland Guardians,9.0,27,1,1,6,1,7,2,0,138,50,88,.640,12,3,0,0,0
745554,home,143,Philadelphia Phillies,9.0,27,3,3,9,0,8,3,0,132,41,91,.690,13,4,0,0,0
745068,away,113,Cincinnati Reds,10.0,30,2,2,7,0,8,2,3,152,56,96,.630,11,5,0,0,0
745068,home,139,Tampa Bay Rays,10.0,30,3,2,3,0,13,3,0,147,49,98,.670,10,3,0,0,0
747010,away,135,San Diego Padres,9.0,27,4,3,8,2,6,4,0,130,51,79,.610,10,6,0,0,0
747010,home,110,Baltimore Orioles,9.0,27,6,5,13,2,6,0,0,174,58,116,.670,9,7,0,0,0
744906,away,140,Texas Rangers,8.2,26,6,6,12,0,7,4,1,154,48,106,.690,10,3,0,0,0
744906,home,141,Toronto Blue Jays,9.0,27,5,5,10,1,9,3,0,174,64,110,.630,7,8,0,0,0
745792,away,144,Atlanta Braves,8.0,24,8,6,8,3,8,4,2,155,61,94,.610,11,4,0,0,0
745792,home,121,New York Mets,9.0,27,4,4,7,3,14,2,2,147,43,104,.710,3,5,0,0,0
746933,away,147,New York Yankees,8.0,24,9,9,14,1,12,5,1,161,69,92,.570,2,5,0,0,0
746933,home,111,Boston Red Sox,9.0,27,7,6,13,3,6,3,0,154,59,95,.620,11,5,0,0,0
746277,away,112,Chicago Cubs,8.0,24,6,6,10,1,5,1,0,137,53,84,.610,8,6,0,0,0
746277,home,118,Kansas City Royals,9.0,27,0,0,4,0,5,2,1,134,51,83,.620,10,9,0,1,0
746361,away,119,Los Angeles Dodgers,8.0,24,5,5,11,2,5,2,0,129,45,84,.650,7,8,0,0,0
746361,home,117,Houston Astros,9.0,27,0,0,6,0,15,2,0,138,47,91,.660,3,4,0,1,0
746767,away,136,Seattle Mariners,9.0,27,0,0,7,0,8,3,0,114,41,73,.640,7,3,0,1,0
746767,home,145,Chicago White Sox,9.0,27,10,10,11,4,7,6,0,178,72,106,.600,10,4,0,0,0
745964,away,146,Miami Marlins,9.0,27,2,2,7,1,6,1,0,151,55,96,.640,10,6,0,0,0
745964,home,158,Milwaukee Brewers,9.0,27,6,4,11,3,10,5,0,153,56,97,.630,6,5,0,0,0
745146,away,120,Washington Nationals,10.0,30,8,7,11,3,6,2,0,152,58,94,.620,11,8,0,0,0
745146,home,138,St. Louis Cardinals,10.0,30,10,9,11,0,14,8,0,178,71,107,.600,6,5,0,0,0
746200,away,133,Oakland Athletics,9.0,27,4,4,8,2,4,3,0,128,52,76,.590,5,11,0,0,0
746200,home,108,Los Angeles Angels,9.0,27,5,5,7,2,6,5,0,140,53,87,.620,6,7,0,0,0
747174,away,134,Pittsburgh Pirates,8.0,24,4,4,9,1,4,4,0,129,42,87,.670,7,3,0,0,0
747174,home,109,Arizona Diamondbacks,9.0,27,3,3,7,0,11,3,2,148,52,96,.650,10,2,0,0,0
745315,away,115,Colorado Rockies,8.0,24,11,11,14,4,10,5,0,160,58,102,.640,9,2,0,0,0
745315,home,137,San Francisco Giants,9.0,27,4,4,5,0,12,3,0,155,59,96,.620,8,5,0,0,0
744908,away,140,Texas Rangers,8.0,24,7,7,15,1,5,4,0,163,59,104,.640,8,8,0,0,0
744908,home,141,Toronto Blue Jays,9.0,27,3,3,4,0,8,3,0,118,37,81,.690,7,9,0,0,0
747006,away,135,San Diego Padres,9.0,27,4,4,7,1,11,2,0,147,47,100,.680,7,3,0,0,0
747006,home,110,Baltimore Orioles,9.0,27,9,6,14,1,8,2,0,158,48,110,.700,7,8,0,0,0
745059,away,113,Cincinnati Reds,8.0,24,4,4,8,2,5,4,0,150,51,99,.660,7,2,0,0,0
745059,home,139,Tampa Bay Rays,9.0,27,0,0,4,0,5,2,1,126,50,76,.600,8,8,0,1,0
745793,away,144,Atlanta Braves,9.0,27,0,0,4,0,14,0,0,114,32,82,.720,4,4,0,1,0
745793,home,121,New York Mets,9.0,27,4,4,6,3,11,3,1,143,46,97,.680,7,4,0,0,0
745553,away,114,Cleveland Guardians,8.0,24,8,8,12,4,11,2,0,157,58,99,.630,5,5,0,0,0
745553,home,143,Philadelphia Phillies,9.0,27,0,0,4,0,4,1,0,105,34,71,.680,10,5,0,1,0
746446,away,142,Minnesota Twins,8.0,24,7,6,7,2,11,3,0,149,57,92,.620,6,3,0,0,0
746446,home,116,Detroit Tigers,9.0,27,2,2,6,1,9,2,0,115,33,82,.710,7,7,0,0,0
745307,away,115,Colorado Rockies,8.0,24,4,2,6,1,8,4,2,137,51,86,.630,10,6,0,0,0
745307,home,137,San Francisco Giants,9.0,27,1,1,4,1,17,3,1,144,51,93,.650,3,4,0,0,0
745310,away,115,Colorado Rockies,8.0,24,5,5,11,1,6,0,0,106,31,75,.710,9,4,0,0,0
745310,home,137,San Francisco Giants,9.0,27,0,0,4,0,13,3,0,153,55,98,.640,8,3,0,1,0
746278,away,112,Chicago Cubs,9.0,27,4,4,9,1,4,1,1,138,40,98,.710,10,4,0,0,0
746278,home,118,Kansas City Royals,9.0,27,9,9,9,2,5,3,0,142,49,93,.650,16,5,0,0,0
746362,away,119,Los Angeles Dodgers,8.0,24,7,7,12,1,5,2,1,137,48,89,.650,5,4,0,0,0
746362,home,117,Houston Astros,9.0,27,6,6,7,2,16,6,1,184,77,107,.580,2,6,0,0,0
745966,away,146,Miami Marlins,9.0,27,3,3,8,1,9,3,0,176,64,112,.640,8,6,0,0,0
745966,home,158,Milwaukee Brewers,9.0,27,7,7,11,1,6,5,0,155,59,96,.620,12,4,0,0,0
745150,away,120,Washington Nationals,9.0,27,3,3,8,1,8,3,0,162,61,101,.620,5,6,0,0,0
745150,home,138,St. Louis Cardinals,9.0,27,14,14,16,1,5,8,2,218,104,114,.520,8,6,0,0,0
746768,away,136,Seattle Mariners,9.0,27,3,1,9,0,10,1,1,155,47,108,.700,11,4,0,0,0
746768,home,145,Chicago White Sox,9.0,27,6,6,12,3,10,7,0,182,73,109,.600,6,5,0,0,0
746931,away,147,New York Yankees,10.0,30,8,6,13,3,9,5,1,175,60,115,.660,15,3,0,0,0
746931,home,111,Boston Red Sox,10.0,30,11,10,16,3,8,5,0,188,73,115,.610,11,7,0,0,0
747171,away,134,Pittsburgh Pirates,8.0,24,9,9,13,2,8,4,2,158,51,107,.680,5,4,0,0,0
747171,home,109,Arizona Diamondbacks,9.0,27,5,5,8,1,7,1,0,129,43,86,.670,10,6,0,0,0
746203,away,133,Oakland Athletics,9.0,27,1,1,4,1,6,3,0,142,48,94,.660,14,4,0,0,0
746203,home,108,Los Angeles Angels,9.0,27,3,3,7,1,11,3,0,138,47,91,.660,8,5,0,0,0
745063,away,113,Cincinnati Reds,8.0,24,2,2,3,0,8,4,2,144,53,91,.630,8,5,0,0,0
745063,home,139,Tampa Bay Rays,9.0,27,1,0,6,0,10,1,1,131,43,88,.670,9,5,0,0,0
747008,away,135,San Diego Padres,8.0,24,8,8,9,0,14,8,0,185,73,112,.610,3,4,0,0,0
747008,home,110,Baltimore Orioles,9.0,27,6,6,10,1,6,3,1,164,61,103,.630,7,3,0,0,0
745550,away,114,Cleveland Guardians,9.0,27,3,3,5,2,9,5,0,152,57,95,.630,12,4,0,0,0
745550,home,143,Philadelphia Phillies,9.0,27,4,4,9,2,4,1,0,134,37,97,.720,10,8,0,0,0
744902,away,140,Texas Rangers,8.0,24,7,7,9,2,1,2,0,126,44,82,.650,7,7,0,0,0
744902,home,141,Toronto Blue Jays,9.0,27,3,3,10,1,5,0,0,134,39,95,.710,11,4,0,0,0
746445,away,142,Minnesota Twins,9.0,27,0,0,1,0,13,3,0,123,43,80,.650,5,6,0,1,0
746445,home,116,Detroit Tigers,9.0,27,5,5,12,0,10,3,1,172,59,113,.660,6,6,0,0,0
745795,away,144,Atlanta Braves,9.0,27,2,2,7,1,10,3,0,151,45,106,.700,8,4,0,0,0
745795,home,121,New York Mets,9.0,27,9,9,8,4,13,3,1,148,52,96,.650,9,4,0,0,0
746274,away,112,Chicago Cubs,9.0,27,3,3,5,1,8,1,1,128,46,82,.640,6,9,0,0,0
746274,home,118,Kansas City Royals,9.0,27,7,7,12,1,8,3,1,157,67,90,.570,6,5,0,0,0
746364,away,119,Los Angeles Dodgers,9.0,27,2,2,4,1,11,3,0,135,51,84,.620,6,6,0,0,0
746364,home,117,Houston Astros,9.0,27,6,6,8,3,11,7,0,163,63,100,.610,5,8,0,0,0
746770,away,136,Seattle Mariners,9.0,27,3,3,7,1,7,1,0,124,41,83,.670,3,13,0,0,0
746770,home,145,Chicago White Sox,9.0,27,6,4,8,1,9,4,0,157,50,107,.680,8,5,0,0,0
745961,away,146,Miami Marlins,8.0,24,6,6,9,2,9,5,0,148,52,96,.650,8,5,0,0,0
745961,home,158,Milwaukee Brewers,9.0,27,2,2,7,1,11,3,3,159,56,103,.650,8,2,0,0,0
745145,away,120,Washington Nationals,8.0,24,4,4,7,2,9,3,0,130,41,89,.680,6,5,0,0,0
745145,home,138,St. Louis Cardinals,9.0,27,3,3,9,0,5,1,0,117,29,88,.750,10,3,0,0,0
745305,away,115,Colorado Rockies,8.0,24,5,3,13,1,11,3,0,173,69,104,.600,8,6,0,0,0
745305,home,137,San Francisco Giants,9.0,27,4,4,9,1,11,1,0,144,45,99,.690,8,5,0,0,0
746195,away,133,Oakland Athletics,8.0,24,8,8,10,1,8,7,2,150,62,88,.590,6,5,0,0,0
746195,home,108,Los Angeles Angels,9.0,27,6,3,7,0,11,3,0,155,60,95,.610,11,4,0,0,0
747173,away,134,Pittsburgh Pirates,10.0,30,5,4,5,2,7,3,0,147,56,91,.620,12,4,0,0,0
747173,home,109,Arizona Diamondbacks,10.0,30,6,5,7,1,14,7,1,165,66,99,.600,11,1,0,0,0
746929,away,147,New York Yankees,9.0,27,2,2,7,2,11,2,0,141,47,94,.670,9,5,0,0,0
746929,home,111,Boston Red Sox,9.0,27,8,6,10,0,5,7,0,174,77,97,.560,13,5,0,0,0
747007,away,141,Toronto Blue Jays,8.0,24,11,10,13,2,4,8,1,187,74,113,.600,6,5,0,0,0
747007,home,110,Baltimore Orioles,9.0,27,5,5,13,2,11,0,0,141,38,103,.730,3,7,0,0,0
747039,away,141,Toronto Blue Jays,9.0,27,4,4,9,2,7,2,0,133,47,86,.650,8,5,0,0,0
747039,home,110,Baltimore Orioles,9.0,27,8,5,13,1,8,7,0,180,66,114,.630,8,5,0,0,0
746444,away,114,Cleveland Guardians,9.0,27,4,4,8,1,3,5,0,165,61,104,.630,12,7,0,0,0
746444,home,116,Detroit Tigers,9.0,27,8,8,9,3,6,1,1,134,34,100,.750,5,8,0,0,0
745547,away,147,New York Yankees,9.0,27,4,4,8,1,9,4,0,138,49,89,.640,9,5,0,0,0
745547,home,143,Philadelphia Phillies,9.0,27,14,14,14,6,9,5,0,180,68,112,.620,8,4,0,0,0
746684,away,112,Chicago Cubs,8.0,24,7,7,9,3,6,1,1,125,42,83,.660,9,3,0,0,0
746684,home,113,Cincinnati Reds,9.0,27,1,1,3,1,9,2,0,130,50,80,.620,6,9,0,0,0
746928,away,136,Seattle Mariners,8.0,24,14,13,16,3,9,1,0,161,55,106,.660,8,2,0,0,0
746928,home,111,Boston Red Sox,9.0,27,7,7,10,2,13,2,0,152,54,98,.640,5,4,0,0,0
745791,away,142,Minnesota Twins,8.0,24,15,15,17,1,5,7,1,197,79,118,.600,6,6,0,0,0
745791,home,121,New York Mets,9.0,27,2,2,9,1,7,2,0,141,55,86,.610,8,8,0,0,0
745147,away,140,Texas Rangers,9.0,27,3,3,7,1,5,0,1,134,39,95,.710,11,5,0,0,0
745147,home,138,St. Louis Cardinals,9.0,27,6,5,13,1,6,2,1,155,56,99,.640,12,4,0,0,0
746360,away,134,Pittsburgh Pirates,9.0,27,3,2,9,0,8,6,1,147,53,94,.640,6,4,0,0,0
746360,home,117,Houston Astros,9.0,27,5,5,6,2,11,5,0,146,59,87,.600,8,2,0,0,0
746765,away,118,Kansas City Royals,9.0,27,5,5,11,1,6,1,2,123,39,84,.680,11,3,0,0,0
746765,home,145,Chicago White Sox,9.0,27,8,8,15,3,5,2,1,176,65,111,.630,7,7,0,0,0
745959,away,144,Atlanta Braves,8.0,24,8,7,11,3,10,2,0,138,41,97,.700,7,3,0,0,0
745959,home,158,Milwaukee Brewers,9.0,27,3,3,4,3,9,3,0,123,44,79,.640,8,5,0,0,0
747172,away,120,Washington Nationals,8.1,25,9,9,14,2,4,3,0,161,53,108,.670,7,6,0,0,0
747172,home,109,Arizona Diamondbacks,9.0,27,8,8,15,1,4,5,1,161,65,96,.600,15,3,0,0,0
746441,away,114,Cleveland Guardians,9.0,27,0,0,4,0,10,2,0,145,50,95,.660,11,3,0,1,0
