gamePk,team_side,team_id,team_name,inningsPitched,outs,runs,earnedRuns,hits,homeRuns,strikeOuts,baseOnBalls,hitBatsmen,numberOfPitches,balls,strikes,strikePercentage,groundOuts,flyOuts,completeGames,shutouts,saveOpportunities
745444,away,119,Los Angeles Dodgers,9.0,27,2,2,4,0,6,4,0,127,45,82,.650,11,6,0,0,0
745444,home,135,San Diego Padres,9.0,27,5,3,7,0,7,9,1,173,73,100,.580,9,9,0,0,0
746175,away,135,San Diego Padres,9.0,27,11,11,16,1,9,6,1,191,72,119,.620,8,6,0,0,0
746175,home,119,Los Angeles Dodgers,9.0,27,15,14,18,1,8,6,2,194,75,119,.610,8,6,0,0,0
747060,away,108,Los Angeles Angels,8.0,24,11,9,10,2,5,6,0,180,77,103,.570,10,6,0,0,0
747060,home,110,Baltimore Orioles,9.0,27,3,2,2,1,14,3,0,138,55,83,.600,6,3,0,0,0
746737,away,120,Washington Nationals,8.0,24,8,8,10,2,9,2,1,128,45,83,.650,5,4,0,0,0
746737,home,113,Cincinnati Reds,9.0,27,2,2,6,1,9,0,0,136,47,89,.650,7,2,0,0,0
745445,away,137,San Francisco Giants,8.0,24,6,6,9,0,7,3,0,140,52,88,.630,12,1,0,0,0
745445,home,135,San Diego Padres,9.0,27,4,4,9,1,10,1,0,131,39,92,.700,7,5,0,0,0
746165,away,138,St. Louis Cardinals,8.0,24,7,7,10,2,10,4,0,134,45,89,.660,5,4,0,0,0
746165,home,119,Los Angeles Dodgers,9.0,27,1,1,3,1,6,1,0,125,48,77,.620,4,10,0,0,0
745116,away,141,Toronto Blue Jays,9.0,27,2,2,8,1,11,2,0,142,51,91,.640,8,2,0,0,0
745116,home,139,Tampa Bay Rays,9.0,27,8,8,7,3,7,7,1,149,61,88,.590,9,7,0,0,0
746335,away,142,Minnesota Twins,9.0,27,1,1,5,1,8,1,0,119,36,83,.700,9,6,0,0,0
746335,home,118,Kansas City Royals,9.0,27,4,4,10,1,12,5,0,158,56,102,.650,7,5,0,0,0
746821,away,116,Detroit Tigers,9.0,27,0,0,3,0,11,0,0,113,31,82,.730,6,4,0,1,0
746821,home,145,Chicago White Sox,9.0,27,1,1,6,0,11,1,1,133,44,89,.670,7,3,0,0,0
746089,away,134,Pittsburgh Pirates,12.0,36,5,4,8,0,7,4,2,138,35,103,.750,16,6,0,0,0
746089,home,146,Miami Marlins,12.0,36,6,5,9,3,17,8,0,213,86,127,.600,11,4,0,0,0
746418,away,147,New York Yankees,9.0,27,4,4,13,1,7,2,0,123,38,85,.690,8,6,0,0,0
746418,home,117,Houston Astros,9.0,27,5,5,8,1,10,9,1,171,78,93,.540,10,1,0,0,0
745039,away,112,Chicago Cubs,9.2,29,4,3,8,2,10,6,0,161,56,105,.650,9,6,0,0,0
745039,home,140,Texas Rangers,10.0,30,3,3,6,0,8,5,1,169,67,102,.600,11,7,0,0,0
745687,away,114,Cleveland Guardians,9.0,27,0,0,4,0,13,1,0,121,40,81,.670,6,4,0,1,0
745687,home,133,Oakland Athletics,9.0,27,8,8,11,0,7,3,3,168,67,101,.600,7,4,0,0,0
747224,away,115,Colorado Rockies,8.0,24,16,16,18,1,9,3,0,160,54,106,.660,8,5,0,0,0
747224,home,109,Arizona Diamondbacks,9.0,27,1,1,4,0,6,3,1,137,54,83,.610,12,4,0,0,0
745283,away,111,Boston Red Sox,9.0,27,4,4,8,2,9,1,1,149,56,93,.620,10,2,0,0,0
745283,home,136,Seattle Mariners,9.0,27,6,6,11,2,7,2,0,154,53,101,.660,8,5,0,0,0
745848,away,158,Milwaukee Brewers,9.0,27,1,1,1,1,10,2,0,128,47,81,.630,6,4,0,0,0
745848,home,121,New York Mets,9.0,27,3,3,8,1,7,3,0,142,61,81,.570,7,7,0,0,0
745604,away,144,Atlanta Braves,9.0,27,3,3,5,1,15,3,0,144,48,96,.670,8,1,0,0,0
745604,home,143,Philadelphia Phillies,9.0,27,9,9,13,0,10,5,0,175,66,109,.620,9,2,0,0,0
745848,away,158,Milwaukee Brewers,9.0,27,1,1,1,1,10,2,0,128,47,81,.630,6,4,0,0,0
745848,home,121,New York Mets,9.0,27,3,3,8,1,7,3,0,142,61,81,.570,7,7,0,0,0
745604,away,144,Atlanta Braves,9.0,27,3,3,5,1,15,3,0,144,48,96,.670,8,1,0,0,0
745604,home,143,Philadelphia Phillies,9.0,27,9,9,13,0,10,5,0,175,66,109,.620,9,2,0,0,0
745117,away,141,Toronto Blue Jays,8.0,24,8,7,10,1,7,3,1,154,48,106,.690,12,4,0,0,0
745117,home,139,Tampa Bay Rays,9.0,27,2,2,6,1,7,1,0,136,50,86,.630,8,7,0,0,0
746091,away,134,Pittsburgh Pirates,9.0,27,2,2,9,0,7,4,0,166,65,101,.610,12,3,0,0,0
746091,home,146,Miami Marlins,9.0,27,7,7,10,0,9,7,0,172,68,104,.600,6,6,0,0,0
746412,away,147,New York Yankees,9.0,27,1,1,7,0,6,6,0,158,59,99,.630,5,8,0,0,0
746412,home,117,Houston Astros,9.0,27,7,5,12,1,9,5,1,177,68,109,.620,9,5,0,0,0
747223,away,115,Colorado Rockies,8.0,24,7,7,14,3,2,4,0,147,57,90,.610,9,7,0,0,0
747223,home,109,Arizona Diamondbacks,9.0,27,3,3,7,1,11,0,0,122,34,88,.720,8,5,0,0,0
745682,away,114,Cleveland Guardians,9.0,27,4,4,8,2,5,2,0,139,50,89,.640,12,2,0,0,0
745682,home,133,Oakland Athletics,9.0,27,6,5,9,1,9,6,0,160,64,96,.600,6,3,0,0,0
745276,away,111,Boston Red Sox,8.0,24,1,1,4,1,14,2,0,125,46,79,.630,4,2,0,0,0
745276,home,136,Seattle Mariners,9.0,27,0,0,4,0,13,3,0,141,51,90,.640,6,4,0,1,0
745435,away,137,San Francisco Giants,9.0,27,3,3,9,3,5,0,1,123,41,82,.670,6,7,0,0,0
745435,home,135,San Diego Padres,9.0,27,8,8,13,2,7,2,2,156,50,106,.680,9,5,0,0,0
746167,away,138,St. Louis Cardinals,8.0,24,6,6,7,4,9,2,0,119,38,81,.680,7,3,0,0,0
746167,home,119,Los Angeles Dodgers,9.0,27,3,3,6,0,14,2,1,146,48,98,.670,6,3,0,0,0
745850,away,158,Milwaukee Brewers,9.0,27,6,6,12,3,6,2,1,148,48,100,.680,8,7,0,0,0
745850,home,121,New York Mets,9.0,27,7,4,15,1,12,1,0,159,41,118,.740,8,5,0,0,0
746818,away,116,Detroit Tigers,10.0,30,6,6,10,3,7,4,0,177,70,107,.600,8,7,0,0,0
746818,home,145,Chicago White Sox,10.0,30,7,6,12,2,3,4,0,152,53,99,.650,13,7,0,0,0
747063,away,108,Los Angeles Angels,8.0,24,13,12,14,2,6,2,0,169,63,106,.630,4,9,0,0,0
747063,home,110,Baltimore Orioles,9.0,27,4,4,9,1,13,1,0,154,52,102,.660,6,6,0,0,0
745599,away,144,Atlanta Braves,9.0,27,4,4,8,1,4,5,0,139,53,86,.620,11,4,0,0,0
745599,home,143,Philadelphia Phillies,9.0,27,12,11,18,4,5,3,0,168,59,109,.650,14,3,0,0,0
745684,away,114,Cleveland Guardians,9.0,27,3,3,6,0,14,6,2,164,68,96,.590,5,2,0,0,0
745684,home,133,Oakland Athletics,9.0,27,12,10,15,1,6,5,2,189,66,123,.650,6,13,0,0,0
746736,away,120,Washington Nationals,9.0,27,6,6,10,2,8,3,0,139,49,90,.650,10,2,0,0,0
746736,home,113,Cincinnati Reds,9.0,27,7,7,11,1,14,6,1,183,71,112,.610,6,2,0,0,0
745119,away,141,Toronto Blue Jays,8.0,24,5,5,11,1,6,4,0,161,57,104,.650,8,4,0,0,0
745119,home,139,Tampa Bay Rays,9.0,27,1,1,6,0,10,3,0,142,48,94,.660,7,3,0,0,0
746333,away,142,Minnesota Twins,9.0,27,1,1,5,0,11,3,0,141,44,97,.690,4,5,0,0,0
746333,home,118,Kansas City Royals,9.0,27,5,5,7,0,6,3,4,146,51,95,.650,10,5,0,0,0
746087,away,134,Pittsburgh Pirates,9.0,27,3,3,5,0,13,2,0,127,38,89,.700,8,3,0,0,0
746087,home,146,Miami Marlins,9.0,27,9,8,16,0,9,4,1,197,71,126,.640,9,7,0,0,0
745037,away,112,Chicago Cubs,8.0,24,11,11,16,3,6,4,0,157,58,99,.630,9,6,0,0,0
745037,home,140,Texas Rangers,9.0,27,2,2,5,1,8,2,0,124,48,76,.610,7,4,0,0,0
745436,away,137,San Francisco Giants,9.0,27,6,6,7,2,10,5,1,163,63,100,.610,9,1,0,0,0
745436,home,135,San Diego Padres,9.0,27,9,8,9,2,10,3,0,164,59,105,.640,6,6,0,0,0
746410,away,147,New York Yankees,9.0,27,3,0,4,0,6,2,2,132,52,80,.610,14,5,0,0,0
746410,home,117,Houston Astros,9.0,27,5,4,8,3,11,5,0,177,69,108,.610,8,4,0,0,0
747221,away,115,Colorado Rockies,9.0,27,4,4,8,2,5,9,0,184,75,109,.590,11,4,0,0,0
747221,home,109,Arizona Diamondbacks,9.0,27,9,9,10,2,9,6,0,165,55,110,.670,8,3,0,0,0
746168,away,138,St. Louis Cardinals,10.0,30,5,5,14,1,14,4,0,204,77,127,.620,2,10,0,0,0
746168,home,119,Los Angeles Dodgers,10.0,30,6,4,7,0,10,2,1,146,47,99,.680,8,5,0,0,0
745278,away,111,Boston Red Sox,9.1,28,4,1,7,0,12,2,0,152,57,95,.630,8,4,0,0,0
745278,home,136,Seattle Mariners,10.0,30,3,2,7,0,13,3,0,143,46,97,.680,7,6,0,0,0
747062,away,108,Los Angeles Angels,9.0,27,1,1,3,0,9,5,1,134,51,83,.620,7,6,0,0,0
747062,home,110,Baltimore Orioles,9.0,27,4,3,6,1,8,1,1,118,37,81,.690,10,6,0,0,0
745602,away,144,Atlanta Braves,8.0,24,5,5,9,1,9,3,1,126,41,85,.670,6,4,0,0,0
745602,home,143,Philadelphia Phillies,9.0,27,4,4,7,1,14,1,0,149,49,100,.670,7,2,0,0,0
746739,away,120,Washington Nationals,8.2,26,6,6,14,2,7,3,0,143,53,90,.630,10,1,0,0,0
746739,home,113,Cincinnati Reds,9.0,27,5,5,9,2,7,4,2,161,55,106,.660,7,7,0,0,0
745115,away,141,Toronto Blue Jays,9.0,27,2,2,3,2,6,2,1,140,45,95,.680,10,7,0,0,0
745115,home,139,Tampa Bay Rays,9.0,27,9,8,10,2,9,8,0,175,68,107,.610,5,7,0,0,0
746090,away,134,Pittsburgh Pirates,10.0,30,7,7,7,3,11,4,0,144,53,91,.630,8,6,0,0,0
746090,home,146,Miami Marlins,10.0,30,9,7,11,1,13,7,0,204,79,125,.610,7,6,0,0,0
745845,away,158,Milwaukee Brewers,9.0,27,1,1,7,0,7,2,0,132,41,91,.690,7,7,0,0,0
745845,home,121,New York Mets,9.0,27,4,3,9,0,10,6,1,160,64,96,.600,4,6,0,0,0
746332,away,142,Minnesota Twins,8.0,24,11,10,14,5,7,3,0,153,55,98,.640,8,5,0,0,0
746332,home,118,Kansas City Royals,9.0,27,0,0,4,0,12,2,2,129,45,84,.650,12,3,0,1,0
746815,away,116,Detroit Tigers,9.0,27,2,2,5,2,11,1,1,123,43,80,.650,11,1,0,0,0
746815,home,145,Chicago White Sox,9.0,27,3,3,8,2,13,4,0,169,63,106,.630,7,1,0,0,0
746413,away,147,New York Yankees,9.0,27,3,3,12,1,8,2,0,133,45,88,.660,8,6,0,0,0
746413,home,117,Houston Astros,9.0,27,4,4,10,0,12,2,0,162,65,97,.600,4,7,0,0,0
745035,away,112,Chicago Cubs,9.0,27,5,2,8,0,13,4,0,162,62,100,.620,6,7,0,0,0
745035,home,140,Texas Rangers,9.0,27,9,9,12,1,6,9,1,184,83,101,.550,8,11,0,0,0
745683,away,114,Cleveland Guardians,8.0,24,4,4,9,0,6,4,1,131,54,77,.590,7,6,0,0,0
745683,home,133,Oakland Athletics,9.0,27,3,1,7,0,5,2,1,127,47,80,.630,14,3,0,0,0
747222,away,115,Colorado Rockies,8.0,24,5,3,5,1,6,2,1,117,36,81,.690,9,3,0,0,0
747222,home,109,Arizona Diamondbacks,9.0,27,1,1,8,0,9,0,2,136,44,92,.680,9,5,0,0,0
745279,away,111,Boston Red Sox,9.0,27,1,1,4,0,10,1,1,124,44,80,.650,7,5,0,0,0
745279,home,136,Seattle Mariners,9.0,27,5,5,10,2,8,3,0,153,57,96,.630,8,6,0,0,0
745438,away,137,San Francisco Giants,8.0,24,13,9,16,2,7,4,0,162,61,101,.620,9,5,0,0,0
745438,home,135,San Diego Padres,9.0,27,4,4,5,1,9,8,1,148,65,83,.560,9,4,0,0,0
746166,away,138,St. Louis Cardinals,8.0,24,5,5,8,2,6,4,1,137,52,85,.620,9,2,0,0,0
746166,home,119,Los Angeles Dodgers,9.0,27,4,3,8,0,13,3,1,161,58,103,.640,8,4,0,0,0
746817,away,144,Atlanta Braves,8.0,24,0,0,3,0,11,3,1,129,47,82,.640,3,4,0,1,0
746817,home,145,Chicago White Sox,8.0,24,9,9,11,1,4,5,0,148,64,84,.570,10,6,0,0,0
746899,away,115,Colorado Rockies,8.0,24,5,2,9,0,4,3,0,137,51,86,.630,11,5,0,0,0
746899,home,112,Chicago Cubs,9.0,27,0,0,3,0,9,1,0,129,40,89,.690,2,11,0,1,0
744875,away,134,Pittsburgh Pirates,9.0,27,4,4,8,1,8,4,0,152,50,102,.670,7,7,0,0,0
744875,home,120,Washington Nationals,9.0,27,8,8,15,0,9,6,2,205,81,124,.600,8,4,0,0,0
747058,away,118,Kansas City Royals,8.1,25,6,6,9,2,7,1,0,126,48,78,.620,9,7,0,0,0
747058,home,110,Baltimore Orioles,9.0,27,4,4,7,2,9,2,0,142,50,92,.650,11,5,0,0,0
745600,away,113,Cincinnati Reds,10.0,30,3,2,7,0,10,4,0,158,58,100,.630,6,8,0,0,0
745600,home,143,Philadelphia Phillies,10.0,30,6,5,8,1,17,5,0,181,69,112,.620,6,4,0,0,0
746085,away,108,Los Angeles Angels,9.0,27,4,3,9,0,9,4,0,155,53,102,.660,10,4,0,0,0
746085,home,146,Miami Marlins,9.0,27,7,7,7,3,7,6,0,170,70,100,.590,12,4,0,0,0
745109,away,140,Texas Rangers,9.0,27,3,3,5,2,12,5,2,132,50,82,.620,5,1,0,0,0
745109,home,139,Tampa Bay Rays,9.0,27,9,9,8,2,4,7,2,163,68,95,.580,9,5,0,0,0
745842,away,116,Detroit Tigers,10.0,30,0,0,5,0,8,3,1,166,66,100,.600,9,9,0,1,0
745842,home,121,New York Mets,10.0,30,5,0,4,1,12,3,1,159,61,98,.620,6,6,0,0,0
746409,away,141,Toronto Blue Jays,8.0,24,10,10,12,5,8,3,0,115,33,82,.710,9,4,0,0,0
746409,home,117,Houston Astros,9.0,27,0,0,0,0,7,2,0,105,32,73,.700,12,3,0,1,0
745675,away,111,Boston Red Sox,9.0,27,0,0,4,0,13,0,0,123,30,93,.760,10,3,0,1,0
745675,home,133,Oakland Athletics,9.0,27,9,8,9,0,11,7,0,175,68,107,.610,6,9,0,0,0
745277,away,114,Cleveland Guardians,8.0,24,5,4,7,1,9,6,0,158,61,97,.610,5,6,0,0,0
745277,home,136,Seattle Mariners,9.0,27,4,4,6,2,5,1,2,121,38,83,.690,6,5,0,0,0
745437,away,138,St. Louis Cardinals,9.0,27,2,2,5,2,5,2,0,109,40,69,.630,12,3,0,0,0
745437,home,135,San Diego Padres,9.0,27,6,6,14,2,13,3,1,173,58,115,.660,4,3,0,0,0
747218,away,147,New York Yankees,9.0,27,2,2,4,0,7,4,1,162,61,101,.620,8,7,0,0,0
747218,home,109,Arizona Diamondbacks,9.0,27,5,4,8,0,4,5,0,161,62,99,.610,10,6,0,0,0
746170,away,137,San Francisco Giants,8.0,24,8,8,9,1,10,2,0,150,53,97,.650,7,4,0,0,0
746170,home,119,Los Angeles Dodgers,9.0,27,3,2,8,1,8,6,0,167,63,104,.620,11,4,0,0,0
746009,away,142,Minnesota Twins,8.0,24,3,3,7,1,8,5,1,152,65,87,.570,8,2,0,0,0
746009,home,158,Milwaukee Brewers,9.0,27,2,1,3,0,8,4,0,124,45,79,.640,9,4,0,0,0
747057,away,118,Kansas City Royals,9.0,27,1,1,3,0,6,1,0,102,31,71,.700,9,5,0,0,0
747057,home,110,Baltimore Orioles,9.0,27,4,4,8,0,9,3,1,146,51,95,.650,8,9,0,0,0
745598,away,113,Cincinnati Reds,8.0,24,9,7,9,4,6,3,0,136,49,87,.640,8,3,0,0,0
745598,home,143,Philadelphia Phillies,9.0,27,4,2,8,0,11,0,0,156,54,102,.650,13,2,0,0,0
746086,away,108,Los Angeles Angels,9.0,27,1,1,5,1,6,3,0,114,36,78,.680,13,6,0,0,0
746086,home,146,Miami Marlins,9.0,27,3,3,7,1,6,3,0,152,55,97,.640,8,6,0,0,0
745111,away,140,Texas Rangers,8.0,24,5,1,7,1,9,1,2,145,51,94,.650,4,6,0,0,0
745111,home,139,Tampa Bay Rays,9.0,27,2,2,7,0,8,2,0,123,40,83,.670,7,7,0,0,0
746898,away,115,Colorado Rockies,8.0,24,12,12,14,4,6,7,1,161,67,94,.580,10,3,0,0,0
746898,home,112,Chicago Cubs,9.0,27,2,2,7,1,6,2,3,138,45,93,.670,9,5,0,0,0
746814,away,144,Atlanta Braves,8.0,24,3,3,7,1,7,3,0,119,46,73,.610,7,7,0,0,0
746814,home,145,Chicago White Sox,9.0,27,2,2,5,2,9,5,0,148,56,92,.620,9,5,0,0,0
746411,away,141,Toronto Blue Jays,9.0,27,1,1,8,1,4,4,0,132,59,73,.550,8,6,0,0,0
746411,home,117,Houston Astros,9.0,27,2,2,8,1,5,1,1,110,34,76,.690,16,0,0,0,0
745680,away,111,Boston Red Sox,11.0,33,4,4,7,2,14,4,0,164,54,110,.670,12,3,0,0,0
745680,home,133,Oakland Athletics,11.0,33,5,4,12,0,15,4,2,178,61,117,.660,6,6,0,0,0
745273,away,114,Cleveland Guardians,9.0,27,2,2,9,0,12,2,0,144,50,94,.650,9,2,0,0,0
745273,home,136,Seattle Mariners,9.0,27,5,5,12,1,11,1,0,137,35,102,.740,8,1,0,0,0
745439,away,138,St. Louis Cardinals,9.0,27,2,2,9,0,7,2,0,122,42,80,.660,9,3,0,0,0
745439,home,135,San Diego Padres,9.0,27,5,4,6,1,7,4,0,124,45,79,.640,13,5,0,0,0
747220,away,147,New York Yankees,8.0,24,7,5,11,1,7,4,0,150,56,94,.630,8,3,0,0,0
747220,home,109,Arizona Diamondbacks,9.0,27,0,0,3,0,8,3,0,131,54,77,.590,8,6,0,1,0
746169,away,137,San Francisco Giants,8.0,24,5,5,9,1,11,5,0,177,73,104,.590,5,3,0,0,0
746169,home,119,Los Angeles Dodgers,9.0,27,4,4,9,1,7,3,0,143,46,97,.680,7,7,0,0,0
745844,away,116,Detroit Tigers,11.0,33,3,3,6,0,13,8,2,212,84,128,.600,10,4,0,0,0
745844,home,121,New York Mets,11.0,33,6,4,9,1,8,5,1,170,58,112,.660,8,7,0,0,0
747059,away,118,Kansas City Royals,8.2,26,4,4,6,0,9,4,0,129,47,82,.640,10,2,0,0,0
747059,home,110,Baltimore Orioles,9.0,27,3,3,10,1,7,1,0,143,46,97,.680,13,5,0,0,0
745114,away,140,Texas Rangers,9.0,27,1,1,8,0,9,1,1,137,38,99,.720,10,5,0,0,0
745114,home,139,Tampa Bay Rays,9.0,27,4,4,10,1,10,2,0,134,43,91,.680,6,4,0,0,0
746083,away,108,Los Angeles Angels,9.0,27,2,2,4,0,9,2,1,124,39,85,.690,11,2,0,0,0
746083,home,146,Miami Marlins,9.0,27,10,8,12,1,7,8,1,180,70,110,.610,10,5,0,0,0
746008,away,142,Minnesota Twins,9.0,27,3,3,7,2,9,3,0,162,61,101,.620,6,6,0,0,0
746008,home,158,Milwaukee Brewers,9.0,27,7,7,11,1,6,7,0,177,72,105,.590,11,5,0,0,0
745678,away,111,Boston Red Sox,9.0,27,0,0,8,0,5,3,0,153,57,96,.630,13,7,0,1,0
745678,home,133,Oakland Athletics,9.0,27,1,1,10,0,5,1,0,111,33,78,.700,10,4,0,0,0
747219,away,147,New York Yankees,11.0,33,5,2,9,2,11,3,1,169,59,110,.650,11,4,0,0,0
747219,home,109,Arizona Diamondbacks,11.0,33,6,4,8,2,7,1,0,151,43,108,.720,10,9,0,0,0
745603,away,113,Cincinnati Reds,9.0,27,1,1,6,1,10,4,0,155,55,100,.650,4,5,0,0,0
745603,home,143,Philadelphia Phillies,9.0,27,4,2,7,0,15,1,1,134,42,92,.690,8,2,0,0,0
745275,away,114,Cleveland Guardians,9.0,27,0,0,5,0,8,4,0,134,46,88,.660,10,5,0,1,0
745275,home,136,Seattle Mariners,9.0,27,8,8,11,0,4,1,1,121,32,89,.740,8,8,0,0,0
745440,away,138,St. Louis Cardinals,8.0,24,3,3,7,1,10,5,0,145,54,91,.630,9,3,0,0,0
745440,home,135,San Diego Padres,9.0,27,2,1,6,0,11,4,4,155,67,88,.570,5,2,0,0,0
744869,away,134,Pittsburgh Pirates,8.0,24,5,4,10,1,8,2,0,119,44,75,.630,7,2,0,0,0
744869,home,120,Washington Nationals,9.0,27,3,3,4,1,13,4,0,159,65,94,.590,6,5,0,0,0
746900,away,115,Colorado Rockies,8.0,24,9,9,10,1,7,7,0,174,67,107,.610,8,5,0,0,0
746900,home,112,Chicago Cubs,9.0,27,8,7,11,0,12,4,1,156,58,98,.630,10,4,0,0,0
746407,away,141,Toronto Blue Jays,8.0,24,8,8,15,4,7,4,0,160,64,96,.600,5,7,0,0,0
746407,home,117,Houston Astros,9.0,27,0,0,1,0,7,7,0,151,66,85,.560,6,7,0,1,0
746163,away,137,San Francisco Giants,8.0,24,5,5,9,2,6,3,1,135,51,84,.620,4,6,0,0,0
746163,home,119,Los Angeles Dodgers,9.0,27,4,4,5,2,12,2,0,139,46,93,.670,10,4,0,0,0
746816,away,144,Atlanta Braves,8.0,24,1,1,4,1,12,1,0,123,40,83,.670,5,5,0,0,0
746816,home,145,Chicago White Sox,9.0,27,0,0,3,0,7,5,0,133,54,79,.590,7,9,0,1,0
745843,away,116,Detroit Tigers,8.1,25,2,2,3,1,5,5,0,125,46,79,.630,7,7,0,0,0
745843,home,121,New York Mets,9.0,27,1,1,5,0,10,4,0,135,57,78,.580,7,4,0,0,0
745844,away,116,Detroit Tigers,11.0,33,3,3,6,0,13,8,2,212,84,128,.600,10,4,0,0,0
745844,home,121,New York Mets,11.0,33,6,4,9,1,8,5,1,170,58,112,.660,8,7,0,0,0
745843,away,116,Detroit Tigers,8.1,25,2,2,3,1,5,5,0,125,46,79,.630,7,7,0,0,0
745843,home,121,New York Mets,9.0,27,1,1,5,0,10,4,0,135,57,78,.580,7,4,0,0,0
744870,away,134,Pittsburgh Pirates,9.0,27,4,4,8,1,10,4,0,140,47,93,.660,7,6,0,0,0
744870,home,120,Washington Nationals,9.0,27,7,7,11,1,7,7,0,182,77,105,.580,8,6,0,0,0
745928,away,114,Cleveland Guardians,9.0,27,2,2,7,1,15,1,2,160,59,101,.630,5,4,0,0,0
745928,home,142,Minnesota Twins,9.0,27,4,3,7,0,7,3,2,156,61,95,.610,10,7,0,0,0
745200,away,146,Miami Marlins,8.0,24,8,3,10,1,9,3,2,164,63,101,.620,7,6,0,0,0
745200,home,138,St. Louis Cardinals,9.0,27,5,5,9,3,9,2,0,148,47,101,.680,10,5,0,0,0
746327,away,145,Chicago White Sox,8.0,24,10,5,10,2,4,4,0,152,65,87,.570,13,5,0,0,0
746327,home,118,Kansas City Royals,9.0,27,1,1,8,0,4,4,0,128,50,78,.610,10,8,0,0,0
745764,away,141,Toronto Blue Jays,9.0,27,0,0,6,0,11,3,0,150,59,91,.610,7,5,0,1,0
745764,home,147,New York Yankees,9.0,27,3,3,7,1,8,4,0,176,70,106,.600,9,5,0,0,0
746497,away,133,Oakland Athletics,8.0,24,5,5,8,2,4,4,1,128,39,89,.700,5,6,0,0,0
746497,home,116,Detroit Tigers,9.0,27,4,4,5,2,14,5,0,142,47,95,.670,7,4,0,0,0
746897,away,119,Los Angeles Dodgers,8.0,24,9,9,9,2,4,6,0,162,68,94,.580,7,10,0,0,0
746897,home,112,Chicago Cubs,9.0,27,7,7,12,1,12,4,0,176,63,113,.640,7,2,0,0,0
746576,away,139,Tampa Bay Rays,8.1,25,10,10,12,3,9,4,0,156,54,102,.650,5,5,0,0,0
746576,home,115,Colorado Rockies,9.0,27,7,6,13,0,13,5,0,190,69,121,.640,7,4,0,0,0
745524,away,110,Baltimore Orioles,9.0,27,2,2,6,2,12,2,0,129,44,85,.660,7,3,0,0,0
745524,home,134,Pittsburgh Pirates,9.0,27,5,5,12,3,10,0,1,130,34,96,.740,6,4,0,0,0
745361,away,135,San Diego Padres,8.1,25,3,3,5,0,8,2,1,141,52,89,.630,9,5,0,0,0
745361,home,137,San Francisco Giants,9.0,27,2,1,6,0,8,1,0,130,44,86,.660,13,2,0,0,0
746733,away,121,New York Mets,9.0,27,2,1,7,1,9,6,0,153,66,87,.570,9,5,0,0,0
746733,home,113,Cincinnati Reds,9.0,27,3,3,4,1,10,5,2,158,57,101,.640,4,6,0,0,0
744874,away,143,Philadelphia Phillies,9.0,27,0,0,2,0,7,5,0,141,55,86,.610,8,7,0,1,0
744874,home,120,Washington Nationals,9.0,27,4,4,9,0,9,9,0,154,61,93,.600,12,2,0,0,0
747143,away,109,Arizona Diamondbacks,9.0,27,6,4,12,1,8,3,1,169,53,116,.690,16,2,0,0,0
747143,home,144,Atlanta Braves,10.0,30,5,5,9,1,8,6,0,171,59,112,.650,12,7,0,0,0
746328,away,145,Chicago White Sox,8.0,24,2,2,7,0,10,4,0,142,58,84,.590,8,4,0,0,0
746328,home,118,Kansas City Royals,9.0,27,1,1,4,1,7,4,0,115,46,69,.600,14,1,0,0,0
745033,away,117,Houston Astros,8.0,24,10,10,16,2,4,6,0,170,74,96,.560,8,8,0,0,0
745033,home,140,Texas Rangers,9.0,27,2,2,3,1,5,1,0,115,34,81,.700,5,13,0,0,0
746007,away,136,Seattle Mariners,8.1,25,6,6,8,3,9,6,0,160,66,94,.590,7,6,0,0,0
746007,home,158,Milwaukee Brewers,9.0,27,5,5,8,0,10,2,3,152,62,90,.590,8,5,0,0,0
746249,away,111,Boston Red Sox,9.0,27,6,2,6,1,10,3,2,166,58,108,.650,8,4,0,0,0
746249,home,108,Los Angeles Angels,9.0,27,8,8,9,5,6,5,3,164,69,95,.580,10,7,0,0,0
746498,away,133,Oakland Athletics,9.0,27,0,0,5,0,9,1,0,136,47,89,.650,9,4,0,1,0
746498,home,116,Detroit Tigers,9.0,27,4,4,5,1,8,6,0,159,67,92,.580,10,4,0,0,0
745926,away,114,Cleveland Guardians,9.0,27,1,1,2,0,14,7,3,196,84,112,.570,7,6,0,0,0
745926,home,142,Minnesota Twins,9.0,27,3,3,7,1,11,0,1,135,33,102,.760,7,6,0,0,0
745197,away,146,Miami Marlins,8.0,24,3,2,8,0,3,4,0,133,50,83,.620,15,3,0,0,0
745197,home,138,St. Louis Cardinals,9.0,27,1,1,8,0,5,1,0,140,42,98,.700,10,5,0,0,0
746896,away,119,Los Angeles Dodgers,9.0,27,1,1,7,0,15,3,0,137,45,92,.670,8,2,0,0,0
746896,home,112,Chicago Cubs,9.0,27,4,3,9,0,14,4,0,175,71,104,.590,4,4,0,0,0
745522,away,110,Baltimore Orioles,10.1,31,5,3,11,1,9,4,0,181,64,117,.650,10,5,0,0,0
745522,home,134,Pittsburgh Pirates,11.0,33,4,3,4,0,6,3,0,159,56,103,.650,12,10,0,0,0
744873,away,143,Philadelphia Phillies,9.0,27,2,2,4,1,6,2,1,136,47,89,.650,15,4,0,0,0
744873,home,120,Washington Nationals,9.0,27,5,5,9,1,8,3,0,150,53,97,.650,12,4,0,0,0
