gamePk,team_side,team_id,team_name,atBats,hits,doubles,triples,homeRuns,rbi,strikeOuts,baseOnBalls,avg,obp,slg,ops,stolenBases,caughtStealing,plateAppearances,leftOnBase
745184,home,138,St. Louis Cardinals,33,6,1,0,0,0,12,1,.245,.308,.385,.693,1,0,34,12
746715,away,109,Arizona Diamondbacks,33,9,3,1,1,5,10,8,.249,.326,.392,.718,1,0,42,17
746715,home,113,Cincinnati Reds,33,9,1,0,1,4,6,3,.211,.290,.355,.645,2,2,37,12
745910,away,136,Seattle Mariners,32,6,1,0,0,1,15,2,.222,.301,.362,.663,0,0,36,18
745910,home,142,Minnesota Twins,34,11,2,0,2,11,8,3,.240,.316,.410,.726,1,0,39,14
746563,away,137,San Francisco Giants,31,7,0,0,1,1,7,4,.240,.307,.369,.676,0,1,35,12
746563,home,115,Colorado Rockies,38,14,6,2,1,9,9,0,.239,.300,.372,.672,0,0,38,12
745748,away,117,Houston Astros,36,11,2,0,2,4,10,3,.258,.324,.411,.735,3,0,39,19
745748,home,147,New York Yankees,32,6,0,0,2,3,10,5,.249,.337,.411,.748,0,0,37,16
746802,away,114,Cleveland Guardians,35,9,0,0,2,2,7,0,.240,.312,.391,.703,0,0,36,18
746802,home,145,Chicago White Sox,30,8,4,0,0,3,5,4,.212,.273,.328,.601,1,0,34,14
745995,away,138,St. Louis Cardinals,33,6,1,0,1,1,12,4,.217,.296,.339,.635,0,0,38,25
745995,home,158,Milwaukee Brewers,34,10,0,1,3,6,9,1,.253,.332,.419,.751,2,0,36,14
746241,away,118,Kansas City Royals,37,12,5,0,2,10,13,4,.243,.309,.399,.708,3,1,42,12
746241,home,108,Los Angeles Angels,30,5,0,0,0,4,7,5,.242,.305,.384,.689,0,0,38,13
746479,away,117,Houston Astros,33,8,1,0,1,5,3,4,.257,.324,.410,.734,0,0,38,19
746479,home,116,Detroit Tigers,34,7,3,0,0,2,9,3,.227,.300,.360,.660,1,0,37,17
745506,away,112,Chicago Cubs,40,14,4,0,1,6,5,3,.237,.316,.391,.707,1,0,43,19
745506,home,134,Pittsburgh Pirates,35,7,2,0,0,2,12,3,.220,.300,.327,.627,0,1,38,22
745094,away,147,New York Yankees,35,9,0,0,1,2,9,2,.250,.336,.409,.745,1,0,37,12
745094,home,139,Tampa Bay Rays,29,6,0,0,0,0,11,4,.244,.313,.361,.674,2,2,33,16
747043,away,109,Arizona Diamondbacks,34,7,1,0,1,2,8,2,.248,.324,.390,.714,0,0,37,11
747043,home,110,Baltimore Orioles,31,7,2,0,0,4,5,4,.246,.306,.440,.746,0,0,35,12
744940,away,142,Minnesota Twins,33,7,1,0,1,3,5,0,.239,.314,.408,.722,0,1,33,5
744940,home,141,Toronto Blue Jays,34,8,0,0,1,2,8,2,.228,.308,.359,.667,0,0,36,14
746964,away,120,Washington Nationals,34,8,2,0,0,4,8,2,.232,.313,.364,.677,4,0,37,6
746964,home,111,Boston Red Sox,34,9,3,0,0,1,9,5,.245,.320,.401,.721,0,0,39,18
745827,away,144,Atlanta Braves,33,7,0,0,3,4,6,4,.256,.325,.420,.745,0,0,37,13
745827,home,121,New York Mets,30,4,1,0,1,2,10,2,.238,.312,.374,.686,0,0,32,8
746071,away,143,Philadelphia Phillies,42,15,5,0,2,7,8,5,.261,.336,.426,.762,1,0,47,30
746071,home,146,Miami Marlins,31,5,4,0,0,2,11,3,.224,.280,.338,.618,0,0,34,12
746801,away,114,Cleveland Guardians,34,8,1,1,2,3,12,1,.240,.311,.394,.705,0,0,35,11
746801,home,145,Chicago White Sox,34,8,0,0,3,4,6,0,.213,.273,.333,.606,0,0,34,8
745993,away,138,St. Louis Cardinals,31,5,1,0,1,2,4,1,.215,.294,.337,.631,1,0,33,9
745993,home,158,Milwaukee Brewers,34,12,5,1,0,10,10,4,.256,.334,.422,.756,3,0,39,15
746553,away,140,Texas Rangers,32,5,1,0,1,2,8,4,.256,.325,.397,.722,1,0,36,9
746553,home,115,Colorado Rockies,34,10,2,0,0,3,10,3,.241,.302,.372,.674,1,0,38,18
746240,away,118,Kansas City Royals,34,7,2,1,1,2,7,3,.242,.308,.399,.707,0,0,37,11
746240,home,108,Los Angeles Angels,33,5,3,0,1,1,9,2,.240,.303,.383,.686,2,0,35,18
745421,away,119,Los Angeles Dodgers,30,4,1,0,0,1,11,4,.267,.351,.447,.798,0,0,35,12
745421,home,135,San Diego Padres,26,3,1,0,1,2,13,2,.257,.322,.402,.724,0,0,28,3
745264,away,133,Oakland Athletics,34,7,1,0,0,1,9,2,.221,.298,.387,.685,0,0,37,16
745264,home,136,Seattle Mariners,34,11,2,0,1,8,11,4,.225,.304,.364,.668,1,0,39,19
745340,away,113,Cincinnati Reds,33,9,2,0,1,4,6,4,.212,.291,.357,.648,2,1,37,14
745340,home,137,San Francisco Giants,34,7,3,0,1,2,6,2,.240,.306,.369,.675,0,0,36,12
744943,away,142,Minnesota Twins,39,13,4,0,2,7,12,2,.242,.315,.414,.729,1,0,41,12
744943,home,141,Toronto Blue Jays,38,16,2,0,3,10,3,4,.234,.312,.369,.681,2,0,43,15
747041,away,109,Arizona Diamondbacks,38,7,2,1,1,4,6,1,.246,.322,.390,.712,0,0,42,16
747041,home,110,Baltimore Orioles,40,13,3,1,2,5,6,3,.249,.308,.445,.753,1,0,43,21
745505,away,112,Chicago Cubs,35,10,2,0,1,9,13,10,.238,.321,.392,.713,3,1,48,22
745505,home,134,Pittsburgh Pirates,34,11,2,0,5,10,7,5,.222,.303,.340,.643,0,0,39,14
746963,away,120,Washington Nationals,29,4,0,0,2,2,12,2,.229,.311,.363,.674,0,1,32,6
746963,home,111,Boston Red Sox,31,6,2,0,1,4,7,1,.244,.318,.400,.718,1,0,32,7
745828,away,144,Atlanta Braves,33,7,1,0,1,4,10,4,.255,.325,.418,.743,0,0,38,19
745828,home,121,New York Mets,29,2,0,0,1,1,8,6,.234,.310,.369,.679,0,0,35,11
746069,away,143,Philadelphia Phillies,37,12,1,1,0,8,12,3,.263,.337,.425,.762,2,0,42,11
746069,home,146,Miami Marlins,35,11,1,0,2,3,8,1,.226,.282,.343,.625,0,2,37,16
745096,away,147,New York Yankees,31,5,1,0,0,2,4,2,.248,.335,.404,.739,1,0,35,7
745096,home,139,Tampa Bay Rays,30,8,4,0,2,7,8,5,.244,.315,.366,.681,0,0,36,11
746480,away,117,Houston Astros,34,8,2,0,0,2,9,2,.257,.323,.407,.730,0,0,37,16
746480,home,116,Detroit Tigers,36,11,2,0,3,8,9,5,.229,.302,.367,.669,2,0,41,22
746797,away,114,Cleveland Guardians,31,4,1,0,1,1,9,1,.238,.308,.391,.699,0,0,32,5
746797,home,145,Chicago White Sox,30,7,2,0,0,3,6,3,.214,.273,.332,.605,1,0,34,17
745344,away,113,Cincinnati Reds,31,8,0,0,1,1,7,3,.213,.294,.357,.651,1,0,37,16
745344,home,137,San Francisco Giants,31,7,0,0,1,5,9,1,.239,.305,.368,.673,0,0,34,11
745994,away,138,St. Louis Cardinals,39,12,2,0,0,3,11,1,.218,.295,.338,.633,0,0,40,21
745994,home,158,Milwaukee Brewers,29,6,2,0,1,5,9,5,.255,.335,.421,.756,1,0,37,20
746554,away,140,Texas Rangers,34,8,0,0,1,3,7,3,.255,.324,.396,.720,1,0,38,9
746554,home,115,Colorado Rockies,36,14,3,0,1,7,13,2,.245,.305,.377,.682,1,1,40,15
745422,away,119,Los Angeles Dodgers,32,5,1,0,2,5,10,6,.264,.349,.446,.795,1,0,38,15
745422,home,135,San Diego Padres,33,6,1,0,0,0,6,0,.255,.319,.398,.717,0,0,34,10
746232,away,118,Kansas City Royals,34,8,2,0,0,3,5,1,.242,.307,.396,.703,2,1,35,9
746232,home,108,Los Angeles Angels,33,10,1,1,1,8,4,3,.242,.304,.386,.690,1,0,37,8
745262,away,133,Oakland Athletics,34,9,3,0,1,7,12,5,.222,.299,.388,.687,2,0,41,15
745262,home,136,Seattle Mariners,29,3,1,0,1,1,7,0,.222,.300,.362,.662,0,1,29,3
747042,away,109,Arizona Diamondbacks,34,8,4,0,1,8,14,5,.246,.322,.391,.713,0,0,41,12
747042,home,110,Baltimore Orioles,30,4,2,0,1,2,5,4,.246,.306,.442,.748,0,0,34,11
746965,away,120,Washington Nationals,28,5,0,0,1,2,3,4,.228,.311,.362,.673,2,2,33,7
746965,home,111,Boston Red Sox,32,7,3,0,0,2,11,2,.243,.317,.398,.715,1,0,34,22
745499,away,112,Chicago Cubs,38,9,1,0,2,4,3,6,.238,.322,.393,.715,2,0,45,24
745499,home,134,Pittsburgh Pirates,36,8,1,0,2,4,10,7,.222,.304,.342,.646,3,1,44,21
744941,away,142,Minnesota Twins,33,6,1,0,1,5,9,2,.240,.313,.411,.724,1,0,35,10
744941,home,141,Toronto Blue Jays,28,2,0,0,0,1,11,1,.231,.309,.363,.672,0,0,32,4
746476,away,117,Houston Astros,42,18,2,0,1,8,7,3,.262,.327,.412,.739,0,1,45,21
746476,home,116,Detroit Tigers,32,6,1,1,1,2,10,3,.228,.302,.367,.669,0,1,36,10
746068,away,143,Philadelphia Phillies,35,6,2,1,1,6,11,6,.261,.336,.424,.760,4,0,42,14
746068,home,146,Miami Marlins,33,8,2,1,1,7,9,5,.226,.284,.345,.629,0,0,41,13
745092,away,147,New York Yankees,36,11,1,1,5,10,4,3,.249,.335,.414,.749,0,0,41,8
745092,home,139,Tampa Bay Rays,34,8,2,0,2,6,8,5,.244,.316,.369,.685,1,0,41,19
746798,away,114,Cleveland Guardians,32,5,2,1,2,5,7,4,.236,.306,.393,.699,0,0,37,6
746798,home,145,Chicago White Sox,31,6,1,0,0,0,5,3,.213,.273,.329,.602,0,0,35,19
745990,away,138,St. Louis Cardinals,36,11,2,0,1,4,5,7,.220,.298,.341,.639,1,0,44,25
745990,home,158,Milwaukee Brewers,32,7,0,0,0,3,8,3,.254,.334,.417,.751,0,0,35,10
746555,away,140,Texas Rangers,33,9,0,0,0,1,3,2,.256,.324,.393,.717,0,0,35,14
746555,home,115,Colorado Rockies,30,7,1,0,1,3,4,5,.244,.306,.377,.683,3,0,35,16
745345,away,113,Cincinnati Reds,39,10,1,0,1,5,11,7,.215,.296,.357,.653,5,0,47,24
745345,home,137,San Francisco Giants,39,9,2,0,1,5,8,3,.239,.305,.368,.673,0,0,44,12
746234,away,118,Kansas City Royals,38,11,1,0,0,4,8,0,.243,.306,.394,.700,1,0,39,15
746234,home,108,Los Angeles Angels,33,6,2,0,1,2,12,0,.240,.302,.384,.686,0,0,33,7
745419,away,119,Los Angeles Dodgers,32,4,1,0,0,0,9,1,.261,.345,.439,.784,0,0,33,8
745419,home,135,San Diego Padres,32,9,1,0,3,4,5,2,.256,.320,.402,.722,3,1,36,15
745255,away,133,Oakland Athletics,34,9,0,0,3,4,9,1,.223,.299,.392,.691,0,1,35,11
745255,home,136,Seattle Mariners,29,8,1,0,3,8,7,4,.223,.301,.367,.668,1,0,35,9
745825,away,144,Atlanta Braves,31,6,0,0,1,3,8,6,.253,.325,.415,.740,1,0,38,15
745825,home,121,New York Mets,34,10,2,0,1,4,9,2,.236,.311,.371,.682,0,0,37,17
747040,away,141,Toronto Blue Jays,35,8,0,0,1,3,4,5,.231,.309,.361,.670,1,0,40,18
747040,home,110,Baltimore Orioles,33,3,0,0,2,2,8,2,.243,.302,.438,.740,0,0,35,6
746471,away,146,Miami Marlins,37,12,2,0,1,5,11,1,.229,.285,.348,.633,1,0,38,12
746471,home,116,Detroit Tigers,32,8,1,0,1,6,6,2,.228,.301,.367,.668,1,0,34,11
746961,away,139,Tampa Bay Rays,35,10,4,1,0,5,9,2,.245,.316,.371,.687,2,1,38,14
746961,home,111,Boston Red Sox,34,8,2,0,1,3,8,1,.243,.316,.397,.713,1,1,35,12
745826,away,143,Philadelphia Phillies,36,8,1,0,1,5,10,4,.260,.335,.421,.756,3,1,42,19
745826,home,121,New York Mets,38,9,4,0,0,4,8,5,.236,.311,.370,.681,0,1,44,23
747128,away,112,Chicago Cubs,30,5,0,0,0,0,8,3,.237,.320,.388,.708,0,1,33,10
747128,home,144,Atlanta Braves,32,10,2,0,0,2,10,4,.255,.327,.414,.741,0,1,36,17
745991,away,134,Pittsburgh Pirates,39,13,3,0,3,8,8,3,.226,.306,.350,.656,1,0,43,15
745991,home,158,Milwaukee Brewers,40,13,2,0,1,6,11,2,.256,.335,.418,.753,1,0,42,17
745019,away,114,Cleveland Guardians,32,9,2,0,0,6,5,8,.237,.309,.392,.701,3,1,40,16
745019,home,140,Texas Rangers,31,4,1,0,0,0,10,2,.253,.321,.388,.709,0,0,33,11
746393,away,133,Oakland Athletics,34,9,3,0,0,2,12,3,.224,.300,.391,.691,2,2,37,13
746393,home,117,Houston Astros,32,10,3,0,2,8,3,4,.263,.329,.416,.745,1,0,37,12
746233,away,138,St. Louis Cardinals,37,10,1,0,1,8,9,8,.222,.302,.342,.644,0,0,46,26
746233,home,108,Los Angeles Angels,32,7,2,0,1,4,5,4,.240,.302,.384,.686,0,0,36,7
747204,away,113,Cincinnati Reds,34,11,2,1,0,5,11,5,.217,.299,.359,.658,1,1,39,18
747204,home,109,Arizona Diamondbacks,34,11,2,0,2,6,10,8,.248,.326,.395,.721,1,1,45,23
745420,away,115,Colorado Rockies,36,9,2,0,0,5,6,1,.245,.305,.375,.680,3,0,37,10
745420,home,135,San Diego Padres,29,4,0,0,3,4,4,11,.254,.321,.403,.724,1,0,40,17
745256,away,118,Kansas City Royals,33,6,1,0,0,2,10,0,.242,.304,.390,.694,1,1,36,17
745256,home,136,Seattle Mariners,35,11,2,0,2,6,10,1,.226,.302,.372,.674,1,0,36,13
745343,away,119,Los Angeles Dodgers,40,11,3,0,2,6,13,2,.262,.344,.441,.785,1,0,42,19
745343,home,137,San Francisco Giants,34,6,1,0,1,4,13,4,.238,.304,.366,.670,1,0,38,12
746799,away,120,Washington Nationals,31,4,1,0,0,0,8,3,.227,.309,.355,.664,0,0,34,13
746799,home,145,Chicago White Sox,28,7,1,0,2,4,5,3,.215,.275,.334,.609,2,1,31,10
745821,away,143,Philadelphia Phillies,33,7,2,0,0,4,7,8,.259,.337,.418,.755,0,0,42,21
745821,home,121,New York Mets,30,4,1,0,0,0,8,0,.234,.308,.366,.674,0,0,30,8
746796,away,120,Washington Nationals,35,10,0,0,0,6,11,4,.230,.312,.360,.672,3,0,41,14
746796,home,145,Chicago White Sox,32,8,1,0,1,3,4,2,.214,.274,.330,.604,0,0,35,13
746799,away,120,Washington Nationals,31,4,1,0,0,0,8,3,.227,.309,.355,.664,0,0,34,13
746799,home,145,Chicago White Sox,28,7,1,0,2,4,5,3,.215,.275,.334,.609,2,1,31,10
746473,away,146,Miami Marlins,32,4,0,0,0,1,8,0,.227,.282,.343,.625,0,1,32,6
746473,home,116,Detroit Tigers,33,4,0,0,0,0,6,1,.226,.298,.362,.660,0,0,34,9
746962,away,139,Tampa Bay Rays,43,8,1,0,2,3,15,2,.243,.313,.370,.683,0,2,45,18
746962,home,111,Boston Red Sox,37,7,1,0,1,5,14,2,.242,.314,.395,.709,0,0,42,11
747124,away,112,Chicago Cubs,30,3,1,0,0,0,11,0,.234,.317,.383,.700,0,0,32,7
747124,home,144,Atlanta Braves,33,9,1,0,2,6,4,4,.255,.327,.416,.743,0,0,38,14
745909,away,147,New York Yankees,39,13,2,0,1,5,6,3,.251,.336,.416,.752,0,0,43,16
745909,home,142,Minnesota Twins,34,7,1,0,1,1,8,0,.240,.311,.409,.720,1,0,34,13
745989,away,134,Pittsburgh Pirates,31,3,1,0,2,3,13,1,.223,.303,.350,.653,0,0,32,6
745989,home,158,Milwaukee Brewers,33,10,2,0,1,4,9,2,.257,.335,.419,.754,1,0,35,15
745014,away,114,Cleveland Guardians,31,7,2,0,1,7,3,6,.236,.312,.392,.704,3,0,42,18
745014,home,140,Texas Rangers,34,7,2,0,3,4,10,5,.252,.321,.391,.712,0,0,39,10
746396,away,133,Oakland Athletics,36,7,2,0,0,1,14,2,.223,.299,.387,.686,0,0,39,19
746396,home,117,Houston Astros,34,6,3,0,1,2,11,2,.261,.327,.414,.741,0,0,36,15
746235,away,138,St. Louis Cardinals,39,12,3,0,1,5,14,4,.224,.304,.345,.649,4,0,43,23
746235,home,108,Los Angeles Angels,36,12,3,1,1,6,13,4,.242,.304,.388,.692,0,1,42,13
747205,away,113,Cincinnati Reds,38,13,2,0,1,6,5,1,.221,.301,.362,.663,1,0,41,17
747205,home,109,Arizona Diamondbacks,32,6,3,0,0,2,7,1,.246,.324,.392,.716,0,0,34,9
745418,away,115,Colorado Rockies,36,10,1,0,2,6,13,1,.245,.305,.377,.682,0,0,38,10
745418,home,135,San Diego Padres,34,11,0,0,0,2,6,4,.255,.323,.401,.724,1,0,38,22
745257,away,118,Kansas City Royals,28,5,0,0,1,4,10,4,.241,.304,.388,.692,1,0,33,8
745257,home,136,Seattle Mariners,33,7,0,0,2,2,11,2,.225,.301,.372,.673,0,0,35,9
745342,away,119,Los Angeles Dodgers,39,13,5,3,1,10,12,3,.263,.345,.447,.792,1,0,43,16
745342,home,137,San Francisco Giants,34,9,3,0,0,2,3,4,.238,.305,.366,.671,0,0,38,22
747039,away,141,Toronto Blue Jays,41,13,5,0,1,8,8,7,.240,.311,.383,.694,3,0,49,27
747039,home,110,Baltimore Orioles,34,9,2,0,2,4,7,2,.254,.317,.452,.769,0,0,36,13
747038,away,141,Toronto Blue Jays,32,5,3,0,0,2,6,6,.229,.309,.359,.668,2,0,38,19
747038,home,110,Baltimore Orioles,34,11,3,0,2,3,12,3,.245,.304,.442,.746,0,0,38,24
746472,away,146,Miami Marlins,31,4,0,0,1,2,8,2,.225,.280,.341,.621,0,0,33,5
746472,home,116,Detroit Tigers,34,7,0,0,0,0,8,2,.225,.297,.358,.655,0,0,37,17
745992,away,134,Pittsburgh Pirates,34,8,0,0,1,2,7,1,.223,.302,.349,.651,0,0,36,14
745992,home,158,Milwaukee Brewers,36,13,1,1,5,10,10,3,.259,.337,.429,.766,0,0,40,13
746795,away,120,Washington Nationals,31,3,1,0,0,0,10,5,.225,.307,.350,.657,3,0,36,16
746795,home,145,Chicago White Sox,30,9,2,0,0,2,1,2,.216,.276,.335,.611,2,0,32,13
747203,away,113,Cincinnati Reds,30,3,1,0,1,1,10,2,.218,.298,.359,.657,0,0,32,5
747203,home,109,Arizona Diamondbacks,29,6,2,0,1,2,6,2,.245,.322,.392,.714,0,0,31,10
745417,away,115,Colorado Rockies,38,12,2,0,2,8,9,2,.247,.306,.381,.687,0,0,41,17
745417,home,135,San Diego Padres,30,4,0,0,0,0,9,4,.253,.321,.396,.717,1,0,34,15
745259,away,118,Kansas City Royals,33,6,2,0,0,2,9,1,.239,.302,.385,.687,0,0,35,15
745259,home,136,Seattle Mariners,31,9,1,0,1,3,8,2,.227,.301,.373,.674,1,1,33,17
745582,away,121,New York Mets,36,9,3,0,1,4,3,3,.234,.308,.367,.675,2,0,40,19
745582,home,143,Philadelphia Phillies,32,10,1,0,1,9,3,5,.260,.338,.418,.756,0,0,40,14
746960,away,139,Tampa Bay Rays,34,7,0,0,0,3,12,3,.242,.313,.367,.680,0,1,38,16
746960,home,111,Boston Red Sox,33,8,2,0,2,3,12,1,.242,.314,.397,.711,0,0,36,9
747123,away,112,Chicago Cubs,38,13,2,1,2,6,8,4,.237,.320,.389,.709,1,0,45,20
747123,home,144,Atlanta Braves,34,8,3,0,0,1,11,2,.255,.326,.413,.739,0,0,37,17
745908,away,147,New York Yankees,37,13,5,0,1,4,4,2,.254,.337,.419,.756,1,0,40,15
745908,home,142,Minnesota Twins,31,4,1,0,0,0,6,4,.237,.309,.403,.712,0,0,35,15
745015,away,114,Cleveland Guardians,32,6,0,0,0,0,9,2,.235,.311,.387,.698,0,0,35,13
745015,home,140,Texas Rangers,31,7,0,1,2,4,4,4,.252,.321,.393,.714,0,0,36,18
746397,away,133,Oakland Athletics,27,2,0,0,0,0,9,4,.220,.297,.382,.679,0,0,31,7
746397,home,117,Houston Astros,29,8,1,0,0,2,5,1,.261,.326,.412,.738,0,0,32,12
746231,away,138,St. Louis Cardinals,34,9,2,0,1,2,10,5,.225,.305,.347,.652,0,0,40,17
746231,home,108,Los Angeles Angels,35,14,2,0,3,6,10,4,.246,.308,.396,.704,1,1,40,23
745341,away,119,Los Angeles Dodgers,33,7,0,0,0,1,10,4,.262,.344,.442,.786,0,0,39,18
745341,home,137,San Francisco Giants,31,7,1,0,1,4,6,3,.238,.305,.366,.671,0,0,34,10
745907,away,147,New York Yankees,35,9,4,0,1,5,8,2,.254,.336,.420,.756,2,0,38,10
745907,home,142,Minnesota Twins,32,3,1,0,0,0,8,0,.234,.305,.397,.702,0,0,33,8
745580,away,121,New York Mets,41,8,2,0,1,4,13,3,.233,.307,.366,.673,2,0,44,21
745580,home,143,Philadelphia Phillies,40,9,2,0,0,5,9,4,.259,.337,.415,.752,2,0,46,20
746959,away,139,Tampa Bay Rays,34,8,1,0,1,6,11,7,.242,.314,.366,.680,0,1,43,18
746959,home,111,Boston Red Sox,37,9,3,0,2,5,7,3,.242,.314,.399,.713,0,0,41,20
746881,away,134,Pittsburgh Pirates,34,7,3,0,2,4,12,1,.223,.300,.352,.652,0,0,36,11
746881,home,112,Chicago Cubs,34,7,2,0,1,4,11,1,.236,.318,.388,.706,0,0,37,10
746391,away,133,Oakland Athletics,30,4,1,0,0,1,10,1,.219,.295,.377,.672,1,0,32,7
746391,home,117,Houston Astros,30,8,3,0,1,7,8,6,.261,.328,.413,.741,0,0,38,18
746150,away,113,Cincinnati Reds,37,11,4,0,1,6,11,3,.220,.300,.363,.663,5,1,40,11
746150,home,119,Los Angeles Dodgers,31,4,0,0,0,2,11,3,.260,.342,.436,.778,1,0,34,11
746878,away,134,Pittsburgh Pirates,41,15,1,0,2,8,9,1,.226,.302,.357,.659,2,0,43,15
746878,home,112,Chicago Cubs,31,4,1,0,1,3,15,4,.234,.316,.385,.701,0,0,35,6
745579,away,120,Washington Nationals,30,4,4,0,0,2,6,3,.223,.305,.348,.653,0,0,33,6
745579,home,143,Philadelphia Phillies,29,5,2,0,0,3,4,1,.257,.336,.411,.747,0,0,32,7
747037,away,136,Seattle Mariners,35,9,2,0,1,2,4,1,.228,.301,.374,.675,0,0,36,12
747037,home,110,Baltimore Orioles,34,10,3,2,1,7,2,2,.246,.305,.445,.750,0,0,37,10
745747,away,145,Chicago White Sox,35,8,3,0,0,2,10,2,.217,.276,.334,.610,2,0,37,19
745747,home,147,New York Yankees,32,9,3,0,2,4,8,3,.255,.336,.423,.759,0,0,35,12
744934,away,139,Tampa Bay Rays,34,8,1,0,1,3,9,3,.242,.314,.366,.680,0,0,37,14
744934,home,141,Toronto Blue Jays,31,4,0,0,1,3,5,0,.227,.305,.356,.661,0,0,31,3
746641,away,142,Minnesota Twins,27,4,2,0,1,2,9,5,.232,.305,.396,.701,1,0,33,8
746641,home,114,Cleveland Guardians,30,7,0,0,2,3,5,0,.235,.310,.388,.698,1,1,31,9
746065,away,121,New York Mets,33,6,0,0,0,0,9,1,.232,.304,.362,.666,0,0,34,10
746065,home,146,Miami Marlins,34,13,2,0,1,7,8,4,.228,.284,.345,.629,0,0,41,24
747122,away,135,San Diego Padres,38,13,0,0,0,3,6,3,.255,.323,.395,.718,3,1,41,20
747122,home,144,Atlanta Braves,33,7,2,0,0,1,18,3,.254,.325,.410,.735,1,0,36,16
746310,away,133,Oakland Athletics,29,4,1,0,1,2,10,3,.217,.293,.376,.669,0,1,32,10
746310,home,118,Kansas City Royals,35,11,3,0,2,6,5,3,.241,.303,.389,.692,0,0,38,18
745016,away,108,Los Angeles Angels,42,14,2,0,2,8,11,4,.248,.310,.399,.709,3,0,46,23
745016,home,140,Texas Rangers,32,5,1,0,2,3,5,2,.250,.319,.393,.712,0,0,34,7
746388,away,158,Milwaukee Brewers,32,7,1,0,2,4,9,4,.259,.337,.429,.766,3,1,37,12
746388,home,117,Houston Astros,32,10,1,0,2,5,9,2,.262,.328,.416,.744,0,0,35,15
745178,away,111,Boston Red Sox,37,12,3,1,1,6,4,4,.244,.315,.402,.717,1,0,41,19
745178,home,138,St. Louis Cardinals,38,14,2,0,4,10,6,3,.229,.308,.357,.665,0,0,41,14
747201,away,116,Detroit Tigers,44,17,5,2,0,13,11,2,.230,.301,.365,.666,0,0,47,17
747201,home,109,Arizona Diamondbacks,31,3,1,0,0,0,9,0,.242,.318,.387,.705,0,0,31,10
746148,away,113,Cincinnati Reds,32,8,0,0,2,3,4,0,.221,.299,.364,.663,0,0,32,8
746148,home,119,Los Angeles Dodgers,32,9,0,0,3,6,2,4,.260,.342,.439,.781,0,0,37,13
745335,away,115,Colorado Rockies,38,11,5,0,1,5,7,3,.248,.308,.384,.692,0,0,43,20
745335,home,137,San Francisco Giants,37,14,5,0,1,10,5,6,.241,.309,.371,.680,1,0,44,26
745744,away,145,Chicago White Sox,33,6,2,0,0,1,16,1,.216,.274,.332,.606,0,0,34,12
745744,home,147,New York Yankees,34,9,2,0,4,6,11,5,.255,.337,.429,.766,0,0,39,18
746882,away,134,Pittsburgh Pirates,31,4,0,0,0,0,12,1,.225,.299,.352,.651,0,0,32,7
746882,home,112,Chicago Cubs,28,5,1,0,0,1,3,3,.233,.315,.382,.697,0,0,31,7
744938,away,139,Tampa Bay Rays,38,12,2,0,1,5,10,4,.244,.316,.368,.684,3,0,42,23
744938,home,141,Toronto Blue Jays,36,10,4,0,0,4,5,0,.228,.305,.357,.662,0,0,37,14
747036,away,136,Seattle Mariners,33,7,4,0,0,4,9,4,.227,.301,.373,.674,0,1,38,15
747036,home,110,Baltimore Orioles,31,6,1,1,1,3,6,6,.245,.305,.444,.749,1,0,38,15
745339,away,115,Colorado Rockies,37,10,1,0,0,4,10,3,.249,.308,.382,.690,2,0,40,25
745339,home,137,San Francisco Giants,38,18,9,0,1,14,7,5,.247,.315,.381,.696,1,0,45,19
746067,away,121,New York Mets,44,15,4,0,0,9,7,2,.235,.307,.364,.671,2,0,49,27
746067,home,146,Miami Marlins,40,13,3,0,2,10,6,3,.230,.286,.350,.636,0,0,43,13
745581,away,120,Washington Nationals,38,11,2,0,0,3,12,0,.224,.305,.348,.653,1,0,39,16
745581,home,143,Philadelphia Phillies,34,7,0,0,2,3,4,4,.256,.335,.411,.746,1,0,39,15
746642,away,142,Minnesota Twins,36,10,1,0,0,3,10,1,.233,.304,.394,.698,0,0,37,18
746642,home,114,Cleveland Guardians,36,16,3,0,1,11,5,4,.240,.314,.393,.707,2,0,42,16
746308,away,133,Oakland Athletics,38,11,2,0,1,3,13,1,.219,.294,.377,.671,0,0,39,20
746308,home,118,Kansas City Royals,34,11,3,0,1,5,4,0,.243,.304,.391,.695,0,0,34,11
746389,away,158,Milwaukee Brewers,31,6,1,0,1,4,3,3,.257,.335,.427,.762,2,0,35,9
746389,home,117,Houston Astros,34,8,1,0,1,2,9,2,.262,.327,.414,.741,1,0,36,10
745177,away,111,Boston Red Sox,32,6,2,0,1,2,7,1,.243,.314,.401,.715,1,0,33,9
745177,home,138,St. Louis Cardinals,35,14,0,0,1,6,7,3,.233,.311,.360,.671,0,1,39,14
745013,away,108,Los Angeles Angels,44,5,2,0,2,2,12,4,.244,.307,.397,.704,2,0,48,22
745013,home,140,Texas Rangers,39,6,0,0,1,3,8,7,.247,.318,.389,.707,0,0,48,21
747202,away,116,Detroit Tigers,41,15,6,2,0,8,11,3,.234,.304,.371,.675,0,0,46,20
747202,home,109,Arizona Diamondbacks,33,8,0,2,0,3,11,3,.242,.318,.386,.704,0,0,36,17
746142,away,113,Cincinnati Reds,30,3,0,1,0,0,11,0,.219,.295,.360,.655,0,0,30,5
746142,home,119,Los Angeles Dodgers,30,6,2,0,0,4,8,3,.259,.341,.435,.776,0,0,33,12
