gamePk,team_side,team_id,team_name,atBats,hits,doubles,triples,homeRuns,rbi,strikeOuts,baseOnBalls,avg,obp,slg,ops,stolenBases,caughtStealing,plateAppearances,leftOnBase
745444,away,119,Los Angeles Dodgers,33,7,0,0,0,4,7,9,.212,.378,.212,.590,1,0,45,28
745444,home,135,San Diego Padres,30,4,0,0,0,1,6,4,.133,.235,.133,.368,0,0,34,11
746175,away,135,San Diego Padres,43,18,3,1,1,14,8,6,.301,.391,.411,.802,1,0,53,26
746175,home,119,Los Angeles Dodgers,42,16,3,0,1,11,9,6,.307,.421,.387,.808,0,0,50,25
747060,away,108,Los Angeles Angels,28,2,1,0,1,2,14,3,.071,.161,.214,.375,0,0,31,6
747060,home,110,Baltimore Orioles,33,10,2,0,2,11,5,6,.303,.390,.545,.935,1,0,41,17
746737,away,120,Washington Nationals,32,6,0,0,1,2,9,0,.188,.188,.281,.469,0,0,32,5
746737,home,113,Cincinnati Reds,34,10,3,0,2,8,9,2,.294,.351,.559,.910,3,0,37,12
745445,away,137,San Francisco Giants,32,9,2,0,1,4,10,1,.281,.294,.438,.732,0,1,35,12
745445,home,135,San Diego Padres,32,9,1,0,0,5,7,3,.295,.377,.381,.758,2,0,35,15
746165,away,138,St. Louis Cardinals,31,3,0,0,1,1,6,1,.097,.125,.194,.319,1,0,32,8
746165,home,119,Los Angeles Dodgers,31,10,2,0,2,7,10,4,.311,.412,.443,.855,0,0,36,12
745116,away,141,Toronto Blue Jays,32,7,1,0,3,8,7,7,.219,.375,.531,.906,0,0,40,11
745116,home,139,Tampa Bay Rays,33,8,3,0,1,2,11,2,.242,.286,.424,.710,1,1,35,15
746335,away,142,Minnesota Twins,37,10,1,0,1,3,12,5,.270,.357,.378,.735,0,0,42,22
746335,home,118,Kansas City Royals,31,5,2,0,1,1,8,1,.161,.188,.323,.511,0,0,32,9
746821,away,116,Detroit Tigers,32,6,0,0,0,1,11,1,.188,.229,.188,.417,1,0,35,11
746821,home,145,Chicago White Sox,30,3,0,0,0,0,11,0,.100,.100,.100,.200,0,0,30,6
746089,away,134,Pittsburgh Pirates,44,9,2,0,3,6,17,8,.205,.327,.455,.782,0,0,52,29
746089,home,146,Miami Marlins,41,8,2,0,0,5,7,4,.195,.292,.244,.536,1,0,48,28
746418,away,147,New York Yankees,31,8,1,0,1,5,10,9,.258,.429,.387,.816,0,0,42,22
746418,home,117,Houston Astros,38,13,1,0,1,4,7,2,.342,.375,.447,.822,0,0,40,16
745039,away,112,Chicago Cubs,33,6,3,1,0,2,8,5,.182,.300,.333,.633,0,0,40,14
745039,home,140,Texas Rangers,34,8,2,0,2,4,10,6,.235,.341,.471,.812,0,0,42,17
745687,away,114,Cleveland Guardians,35,11,4,1,0,7,7,3,.314,.405,.486,.891,0,1,42,17
745687,home,133,Oakland Athletics,30,4,1,0,0,0,13,1,.133,.161,.167,.328,0,0,31,6
747224,away,115,Colorado Rockies,30,4,2,0,0,1,6,3,.133,.235,.200,.435,0,0,34,13
747224,home,109,Arizona Diamondbacks,40,18,3,0,1,16,9,3,.450,.477,.600,1.077,0,0,44,11
745283,away,111,Boston Red Sox,38,11,2,1,2,6,7,2,.289,.325,.553,.878,3,1,40,18
745283,home,136,Seattle Mariners,34,8,2,0,2,4,9,1,.235,.278,.471,.749,0,0,36,13
745848,away,158,Milwaukee Brewers,32,8,1,0,1,3,7,3,.250,.306,.375,.681,1,0,36,11
745848,home,121,New York Mets,27,1,0,0,1,1,10,2,.037,.103,.148,.251,0,0,29,3
745604,away,144,Atlanta Braves,40,13,6,0,0,8,10,5,.325,.400,.475,.875,1,1,45,20
745604,home,143,Philadelphia Phillies,32,5,0,0,1,3,15,3,.156,.229,.250,.479,2,0,35,11
745848,away,158,Milwaukee Brewers,32,8,1,0,1,3,7,3,.250,.306,.375,.681,1,0,36,11
745848,home,121,New York Mets,27,1,0,0,1,1,10,2,.037,.103,.148,.251,0,0,29,3
745604,away,144,Atlanta Braves,40,13,6,0,0,8,10,5,.325,.400,.475,.875,1,1,45,20
745604,home,143,Philadelphia Phillies,32,5,0,0,1,3,15,3,.156,.229,.250,.479,2,0,35,11
745117,away,141,Toronto Blue Jays,32,6,1,0,1,2,7,1,.203,.297,.422,.719,0,0,34,10
745117,home,139,Tampa Bay Rays,34,10,1,0,1,8,7,3,.269,.329,.418,.747,2,0,38,16
746091,away,134,Pittsburgh Pirates,34,10,3,0,0,7,9,7,.244,.358,.423,.781,0,0,43,17
746091,home,146,Miami Marlins,33,9,1,0,0,2,7,4,.230,.318,.270,.588,0,0,37,21
746412,away,147,New York Yankees,39,12,3,0,1,5,9,5,.286,.414,.429,.843,0,0,45,19
746412,home,117,Houston Astros,33,7,1,0,0,1,6,6,.282,.354,.352,.706,3,0,39,26
747223,away,115,Colorado Rockies,33,7,1,1,1,2,11,0,.175,.224,.302,.526,0,0,33,3
747223,home,109,Arizona Diamondbacks,36,14,2,0,3,7,2,4,.421,.464,.645,1.109,1,1,40,20
745682,away,114,Cleveland Guardians,34,9,4,0,1,5,9,6,.290,.390,.478,.868,2,2,40,16
745682,home,133,Oakland Athletics,32,8,2,0,2,4,5,2,.194,.224,.339,.563,0,0,36,13
745276,away,111,Boston Red Sox,31,4,0,0,0,0,13,3,.217,.270,.362,.632,1,0,34,12
745276,home,136,Seattle Mariners,28,4,0,0,1,1,14,2,.194,.242,.371,.613,1,0,30,7
745435,away,137,San Francisco Giants,38,13,2,0,2,8,7,2,.314,.355,.500,.855,0,0,42,14
745435,home,135,San Diego Padres,33,9,2,0,3,3,5,0,.290,.359,.435,.794,0,0,34,9
746167,away,138,St. Louis Cardinals,32,6,1,0,0,3,14,2,.143,.191,.206,.397,0,0,36,9
746167,home,119,Los Angeles Dodgers,30,7,1,0,4,6,9,2,.294,.387,.493,.880,0,0,32,6
745850,away,158,Milwaukee Brewers,44,15,1,0,1,6,12,1,.303,.333,.408,.741,4,0,45,24
745850,home,121,New York Mets,38,12,0,0,3,6,6,2,.200,.257,.385,.642,0,0,41,14
746818,away,116,Detroit Tigers,41,12,2,1,2,7,3,4,.247,.300,.384,.684,1,0,45,17
746818,home,145,Chicago White Sox,38,10,0,1,3,5,7,4,.191,.236,.353,.589,0,1,42,17
747063,away,108,Los Angeles Angels,36,9,0,1,1,4,13,1,.172,.221,.313,.534,0,0,37,15
747063,home,110,Baltimore Orioles,38,14,5,1,2,13,6,2,.338,.390,.634,1.024,0,0,41,8
745599,away,144,Atlanta Braves,42,18,4,0,4,12,5,3,.378,.433,.646,1.079,1,0,45,19
745599,home,143,Philadelphia Phillies,32,8,1,0,1,4,4,5,.203,.292,.313,.605,2,0,37,17
745684,away,114,Cleveland Guardians,41,15,4,1,1,11,6,5,.318,.409,.518,.927,6,0,50,23
745684,home,133,Oakland Athletics,32,6,1,0,0,3,14,6,.191,.271,.298,.569,1,0,40,19
746736,away,120,Washington Nationals,35,11,2,1,1,6,14,6,.254,.316,.403,.719,5,0,44,20
746736,home,113,Cincinnati Reds,34,10,2,0,2,6,8,3,.294,.351,.544,.895,2,2,37,8
745119,away,141,Toronto Blue Jays,31,6,0,0,0,1,10,3,.200,.287,.347,.634,0,0,34,18
745119,home,139,Tampa Bay Rays,32,11,1,0,1,5,6,4,.293,.351,.434,.785,2,0,38,18
746333,away,142,Minnesota Twins,32,7,3,0,0,5,6,3,.246,.354,.348,.702,1,1,40,21
746333,home,118,Kansas City Royals,31,5,2,0,0,1,11,3,.161,.212,.274,.486,0,1,34,11
746087,away,134,Pittsburgh Pirates,43,16,5,0,0,8,9,4,.289,.385,.446,.831,0,0,48,21
746087,home,146,Miami Marlins,33,5,1,0,0,3,13,2,.206,.283,.243,.526,0,0,35,6
745037,away,112,Chicago Cubs,29,5,0,0,1,2,8,2,.177,.268,.306,.574,0,0,31,9
745037,home,140,Texas Rangers,38,16,3,0,3,11,6,4,.333,.405,.611,1.016,1,0,43,21
745436,away,137,San Francisco Giants,35,9,2,0,2,9,10,3,.295,.336,.495,.831,0,0,40,6
745436,home,135,San Diego Padres,34,7,1,0,2,6,10,5,.273,.352,.430,.782,0,0,40,15
746410,away,147,New York Yankees,33,8,0,0,3,4,11,5,.272,.392,.456,.848,0,0,38,13
746410,home,117,Houston Astros,31,4,2,0,0,2,6,2,.235,.316,.304,.620,0,0,35,13
747221,away,115,Colorado Rockies,34,10,1,1,2,9,9,6,.216,.287,.392,.679,1,0,41,12
747221,home,109,Arizona Diamondbacks,31,8,1,0,2,4,5,9,.374,.452,.598,1.050,1,0,40,22
746168,away,138,St. Louis Cardinals,36,7,2,0,0,5,10,2,.162,.213,.222,.435,0,0,41,10
746168,home,119,Los Angeles Dodgers,43,14,1,0,1,5,14,4,.302,.386,.475,.861,0,0,47,27
745278,away,111,Boston Red Sox,36,7,2,0,0,3,13,3,.210,.265,.324,.589,0,1,39,10
745278,home,136,Seattle Mariners,36,7,0,0,0,4,12,2,.194,.240,.306,.546,0,0,38,12
747062,away,108,Los Angeles Angels,31,6,0,0,1,3,8,1,.179,.228,.305,.533,0,1,33,8
747062,home,110,Baltimore Orioles,30,3,0,0,0,1,9,5,.267,.347,.475,.822,0,0,36,14
745602,away,144,Atlanta Braves,33,7,2,0,1,4,14,1,.330,.379,.565,.944,0,0,34,7
745602,home,143,Philadelphia Phillies,31,9,0,0,1,4,9,3,.232,.318,.337,.655,1,0,35,16
746739,away,120,Washington Nationals,34,9,2,0,2,5,7,4,.257,.333,.436,.769,2,0,42,15
746739,home,113,Cincinnati Reds,36,14,3,1,2,6,7,3,.327,.381,.596,.977,1,1,39,18
745115,away,141,Toronto Blue Jays,36,10,1,0,2,8,9,8,.221,.322,.382,.704,0,0,44,17
745115,home,139,Tampa Bay Rays,31,3,0,0,2,2,6,2,.246,.310,.400,.710,1,0,34,10
746090,away,134,Pittsburgh Pirates,41,11,0,1,1,9,13,7,.284,.382,.432,.814,2,0,50,24
746090,home,146,Miami Marlins,37,7,1,0,3,7,11,4,.201,.280,.299,.579,0,0,41,9
745845,away,158,Milwaukee Brewers,33,9,4,0,0,4,10,6,.294,.355,.404,.759,3,0,41,21
745845,home,121,New York Mets,34,7,2,0,0,1,7,2,.202,.255,.343,.598,0,0,36,10
746332,away,142,Minnesota Twins,31,4,3,0,0,0,12,2,.210,.316,.310,.626,0,0,35,13
746332,home,118,Kansas City Royals,38,14,2,1,5,10,7,3,.240,.290,.500,.790,0,0,41,12
746815,away,116,Detroit Tigers,35,8,0,0,2,3,13,4,.241,.303,.389,.692,0,0,39,15
746815,home,145,Chicago White Sox,31,5,1,0,2,2,11,1,.182,.229,.364,.593,1,0,33,11
746413,away,147,New York Yankees,36,10,2,0,0,4,12,2,.273,.372,.424,.796,1,0,39,15
746413,home,117,Houston Astros,37,12,2,0,1,3,8,2,.259,.327,.345,.672,0,1,39,19
745035,away,112,Chicago Cubs,39,12,2,0,1,9,6,9,.228,.342,.356,.698,0,0,49,25
745035,home,140,Texas Rangers,37,8,1,2,0,5,13,4,.294,.368,.523,.891,1,0,41,18
745683,away,114,Cleveland Guardians,35,7,0,1,0,2,5,2,.290,.376,.455,.831,0,0,38,13
745683,home,133,Oakland Athletics,30,9,1,2,0,4,6,4,.218,.303,.339,.642,1,1,36,11
747222,away,115,Colorado Rockies,32,8,0,0,0,1,9,0,.225,.289,.357,.646,0,0,34,16
747222,home,109,Arizona Diamondbacks,28,5,1,0,1,4,6,2,.333,.413,.541,.954,3,1,31,8
745279,away,111,Boston Red Sox,35,10,0,0,2,5,8,3,.229,.285,.357,.642,0,1,38,17
745279,home,136,Seattle Mariners,31,4,1,0,0,1,10,1,.178,.226,.271,.497,0,0,33,13
745438,away,137,San Francisco Giants,31,5,1,0,1,4,9,8,.265,.340,.449,.789,0,0,40,21
745438,home,135,San Diego Padres,40,16,6,0,2,12,7,4,.297,.371,.481,.852,0,0,44,23
746166,away,138,St. Louis Cardinals,34,8,1,0,0,4,13,3,.180,.240,.233,.473,0,0,40,20
746166,home,119,Los Angeles Dodgers,30,8,2,0,2,5,6,4,.297,.384,.483,.867,1,0,35,12
746817,away,144,Atlanta Braves,35,11,5,0,1,8,4,5,.327,.384,.560,.944,0,0,40,12
746817,home,145,Chicago White Sox,26,3,1,0,0,0,11,3,.168,.230,.320,.550,0,1,30,10
746899,away,115,Colorado Rockies,31,3,0,0,0,0,9,1,.200,.259,.306,.565,0,0,32,8
746899,home,112,Chicago Cubs,32,9,0,0,0,2,4,3,.241,.342,.338,.680,0,0,35,15
744875,away,134,Pittsburgh Pirates,40,15,6,0,0,8,9,6,.302,.400,.450,.850,0,0,50,27
744875,home,120,Washington Nationals,34,8,0,0,1,4,8,4,.252,.329,.407,.736,2,0,38,19
747058,away,118,Kansas City Royals,35,7,2,0,2,4,9,2,.230,.276,.481,.757,4,0,38,17
747058,home,110,Baltimore Orioles,34,9,1,0,2,6,7,1,.267,.333,.474,.807,0,0,35,9
745600,away,113,Cincinnati Reds,37,8,1,1,1,6,17,5,.298,.361,.539,.900,5,0,42,14
745600,home,143,Philadelphia Phillies,35,7,1,0,0,3,10,4,.223,.308,.308,.616,2,2,39,20
746085,away,108,Los Angeles Angels,33,7,1,1,3,6,7,6,.188,.257,.375,.632,2,1,39,14
746085,home,146,Miami Marlins,34,9,2,0,0,4,9,4,.213,.291,.303,.594,0,0,39,27
745109,away,140,Texas Rangers,34,8,1,0,2,8,4,7,.280,.375,.503,.878,2,0,43,23
745109,home,139,Tampa Bay Rays,30,5,2,0,2,3,12,5,.231,.313,.406,.719,1,1,37,16
745842,away,116,Detroit Tigers,32,4,0,0,1,5,12,3,.214,.282,.350,.632,0,0,37,8
745842,home,121,New York Mets,34,5,1,0,0,0,8,3,.188,.250,.301,.551,0,0,38,20
746409,away,141,Toronto Blue Jays,27,0,0,0,0,0,7,2,.184,.282,.316,.598,0,0,29,4
746409,home,117,Houston Astros,35,12,2,0,5,10,8,3,.276,.340,.443,.783,0,0,38,11
745675,away,111,Boston Red Sox,35,9,2,0,0,7,11,7,.234,.303,.349,.652,3,0,44,19
745675,home,133,Oakland Athletics,31,4,1,0,0,0,13,0,.200,.272,.303,.575,0,0,31,8
745277,away,114,Cleveland Guardians,32,6,0,0,2,4,5,1,.271,.354,.441,.795,0,0,36,9
745277,home,136,Seattle Mariners,30,7,0,0,1,5,9,6,.189,.254,.283,.537,1,0,36,17
745437,away,138,St. Louis Cardinals,41,14,2,0,2,6,13,3,.218,.277,.305,.582,1,0,45,26
745437,home,135,San Diego Padres,30,5,1,0,2,2,5,2,.281,.353,.471,.824,0,0,32,5
747218,away,147,New York Yankees,33,8,3,0,0,4,4,5,.267,.365,.407,.772,0,0,39,16
747218,home,109,Arizona Diamondbacks,30,4,1,1,0,2,7,4,.297,.380,.485,.865,0,0,37,16
746170,away,137,San Francisco Giants,33,8,0,0,1,3,8,6,.260,.342,.426,.768,0,0,40,20
746170,home,119,Los Angeles Dodgers,32,9,3,1,1,8,10,2,.295,.375,.490,.865,0,0,35,6
746009,away,142,Minnesota Twins,28,3,0,0,0,2,8,4,.188,.291,.266,.557,0,0,34,14
746009,home,158,Milwaukee Brewers,30,7,1,0,1,3,8,5,.281,.357,.396,.753,3,1,36,17
747057,away,118,Kansas City Royals,34,8,1,1,0,4,9,3,.231,.284,.450,.734,0,1,38,9
747057,home,110,Baltimore Orioles,30,3,2,0,0,1,6,1,.236,.299,.418,.717,0,0,31,6
745598,away,113,Cincinnati Reds,36,8,4,0,0,3,11,0,.282,.333,.497,.830,0,0,37,12
745598,home,143,Philadelphia Phillies,35,9,0,0,4,8,6,3,.230,.310,.370,.680,0,0,38,11
746086,away,108,Los Angeles Angels,31,7,2,0,1,3,6,3,.195,.264,.377,.641,1,1,34,7
746086,home,146,Miami Marlins,31,5,1,0,1,1,6,3,.206,.283,.301,.584,0,0,34,10
745111,away,140,Texas Rangers,34,7,2,0,0,2,8,2,.266,.353,.458,.811,0,0,36,11
745111,home,139,Tampa Bay Rays,31,7,0,0,1,5,9,1,.230,.310,.393,.703,1,0,34,11
746898,away,115,Colorado Rockies,31,7,1,0,1,2,6,2,.204,.271,.314,.585,0,0,36,19
746898,home,112,Chicago Cubs,38,14,2,1,4,12,6,7,.269,.373,.439,.812,1,0,46,21
746814,away,144,Atlanta Braves,31,5,0,0,2,2,9,5,.298,.365,.525,.890,0,0,36,11
746814,home,145,Chicago White Sox,30,7,1,0,1,3,7,3,.181,.244,.329,.573,0,0,33,10
746411,away,141,Toronto Blue Jays,31,8,2,0,1,2,5,1,.196,.285,.333,.618,0,0,33,9
746411,home,117,Houston Astros,29,8,2,0,1,1,4,4,.276,.344,.443,.787,0,2,34,15
745680,away,111,Boston Red Sox,42,12,3,0,0,4,15,4,.244,.317,.350,.667,1,0,48,27
745680,home,133,Oakland Athletics,39,7,3,0,2,4,14,4,.196,.269,.325,.594,0,0,44,22
745273,away,114,Cleveland Guardians,37,12,2,0,1,3,11,1,.280,.351,.444,.795,0,0,39,16
745273,home,136,Seattle Mariners,35,9,4,0,0,2,12,2,.201,.262,.299,.561,0,0,37,17
745439,away,138,St. Louis Cardinals,29,6,2,0,1,4,7,4,.217,.279,.315,.594,0,0,37,11
745439,home,135,San Diego Padres,35,9,3,0,0,2,7,2,.278,.346,.455,.801,1,0,37,16
747220,away,147,New York Yankees,28,3,0,0,0,0,8,3,.245,.342,.365,.707,0,0,31,7
747220,home,109,Arizona Diamondbacks,35,11,1,0,1,6,7,4,.300,.381,.475,.856,1,1,39,17
746169,away,137,San Francisco Giants,35,9,2,0,1,4,7,3,.260,.338,.422,.760,0,1,38,16
746169,home,119,Los Angeles Dodgers,32,9,3,0,1,5,11,5,.293,.375,.487,.862,2,0,37,21
745844,away,116,Detroit Tigers,40,9,1,0,1,5,8,5,.217,.291,.344,.635,0,0,47,22
745844,home,121,New York Mets,38,6,1,0,0,3,13,8,.181,.271,.275,.546,2,0,48,27
747059,away,118,Kansas City Royals,37,10,2,0,1,3,7,1,.238,.285,.442,.727,3,0,38,13
747059,home,110,Baltimore Orioles,29,6,2,0,0,4,9,4,.232,.298,.397,.695,0,0,35,13
745114,away,140,Texas Rangers,36,10,1,0,1,4,10,2,.268,.347,.446,.793,0,0,38,14
745114,home,139,Tampa Bay Rays,33,8,1,0,0,1,9,1,.232,.307,.375,.682,1,0,35,15
746083,away,108,Los Angeles Angels,36,12,5,0,1,8,7,8,.221,.303,.410,.713,0,0,47,20
746083,home,146,Miami Marlins,30,4,1,0,0,2,9,2,.197,.274,.285,.559,0,0,33,7
746008,away,142,Minnesota Twins,38,11,2,1,1,7,6,7,.211,.316,.313,.629,0,0,45,26
746008,home,158,Milwaukee Brewers,31,7,0,0,2,3,9,3,.271,.344,.400,.744,0,0,35,10
745678,away,111,Boston Red Sox,32,10,1,0,0,1,5,1,.253,.318,.349,.667,0,0,34,11
745678,home,133,Oakland Athletics,34,8,1,0,0,0,5,3,.202,.273,.316,.589,0,0,37,15
747219,away,147,New York Yankees,39,8,1,0,2,5,7,1,.238,.325,.368,.693,0,0,41,11
747219,home,109,Arizona Diamondbacks,41,9,3,0,2,5,11,3,.286,.366,.469,.835,0,1,45,18
745603,away,113,Cincinnati Reds,34,7,4,1,0,4,15,1,.270,.320,.479,.799,0,1,36,13
745603,home,143,Philadelphia Phillies,32,6,0,0,1,1,10,4,.223,.305,.355,.660,0,1,36,11
745275,away,114,Cleveland Guardians,37,11,3,0,0,8,4,1,.283,.346,.434,.780,1,0,41,15
745275,home,136,Seattle Mariners,31,5,2,0,0,0,8,4,.196,.261,.289,.550,0,0,35,16
745440,away,138,St. Louis Cardinals,28,6,1,0,0,1,11,4,.216,.294,.307,.601,0,2,36,16
745440,home,135,San Diego Padres,30,7,2,0,1,3,10,5,.274,.346,.450,.796,3,0,36,18
744869,away,134,Pittsburgh Pirates,32,4,1,0,1,3,13,4,.278,.377,.423,.800,0,0,36,17
744869,home,120,Washington Nationals,32,10,5,0,1,5,8,2,.263,.333,.437,.770,1,0,35,17
746900,away,115,Colorado Rockies,38,11,5,0,0,6,12,4,.218,.289,.332,.621,0,0,43,22
746900,home,112,Chicago Cubs,32,10,0,0,1,8,7,7,.276,.380,.433,.813,1,0,41,17
746407,away,141,Toronto Blue Jays,27,1,1,0,0,0,7,7,.176,.278,.301,.579,1,0,34,15
746407,home,117,Houston Astros,38,15,2,0,4,8,7,4,.295,.361,.494,.855,0,0,42,20
746163,away,137,San Francisco Giants,32,5,1,0,2,4,12,2,.246,.321,.415,.736,0,0,34,6
746163,home,119,Los Angeles Dodgers,30,9,1,0,2,5,6,3,.294,.376,.492,.868,0,1,34,13
746816,away,144,Atlanta Braves,29,3,1,0,0,0,7,5,.243,.308,.403,.711,0,0,34,16
746816,home,145,Chicago White Sox,26,4,1,0,1,1,12,1,.217,.278,.341,.619,1,1,27,5
745843,away,116,Detroit Tigers,30,5,0,0,0,1,10,4,.210,.287,.319,.606,2,0,34,13
745843,home,121,New York Mets,26,3,0,0,1,2,5,5,.173,.269,.269,.538,0,0,33,12
745844,away,116,Detroit Tigers,40,9,1,0,1,5,8,5,.217,.291,.344,.635,0,0,47,22
745844,home,121,New York Mets,38,6,1,0,0,3,13,8,.181,.271,.275,.546,2,0,48,27
745843,away,116,Detroit Tigers,30,5,0,0,0,1,10,4,.210,.287,.319,.606,2,0,34,13
745843,home,121,New York Mets,26,3,0,0,1,2,5,5,.173,.269,.269,.538,0,0,33,12
744870,away,134,Pittsburgh Pirates,35,11,2,0,1,7,7,7,.283,.381,.428,.809,0,0,44,17
744870,home,120,Washington Nationals,35,8,1,0,1,4,10,4,.257,.329,.421,.750,0,0,39,15
745928,away,114,Cleveland Guardians,33,7,1,0,0,3,7,3,.275,.342,.412,.754,0,0,39,12
745928,home,142,Minnesota Twins,35,7,1,1,1,1,15,1,.209,.308,.323,.631,0,0,38,24
745200,away,146,Miami Marlins,36,9,0,0,3,4,9,2,.204,.276,.313,.589,3,0,38,13
745200,home,138,St. Louis Cardinals,35,10,2,1,1,8,9,3,.226,.305,.331,.636,0,0,40,15
746327,away,145,Chicago White Sox,32,8,2,0,0,1,4,4,.193,.260,.326,.586,0,0,36,19
746327,home,118,Kansas City Royals,33,10,2,0,2,7,4,4,.247,.298,.456,.754,0,1,37,8
745764,away,141,Toronto Blue Jays,35,7,2,0,1,1,8,4,.179,.279,.307,.586,0,0,39,16
745764,home,147,New York Yankees,31,6,0,0,0,0,11,3,.233,.318,.348,.666,0,1,34,9
746497,away,133,Oakland Athletics,32,5,2,0,2,4,14,5,.196,.272,.327,.599,0,0,37,13
746497,home,116,Detroit Tigers,30,8,4,0,2,5,4,4,.217,.298,.354,.652,0,0,35,12
746897,away,119,Los Angeles Dodgers,39,12,3,0,1,7,12,4,.295,.376,.488,.864,1,0,43,24
746897,home,112,Chicago Cubs,30,9,1,1,2,8,4,6,.279,.384,.455,.839,0,1,37,9
746576,away,139,Tampa Bay Rays,39,13,2,0,0,6,13,5,.247,.322,.376,.698,2,0,45,24
746576,home,115,Colorado Rockies,36,12,3,0,3,10,9,4,.234,.303,.377,.680,1,0,41,15
745524,away,110,Baltimore Orioles,39,12,2,1,3,5,10,0,.245,.302,.438,.740,0,0,40,14
745524,home,134,Pittsburgh Pirates,33,6,0,0,2,2,12,2,.272,.366,.421,.787,0,0,35,12
745361,away,135,San Diego Padres,32,6,2,0,0,2,8,1,.265,.334,.431,.765,0,0,33,10
745361,home,137,San Francisco Giants,30,5,3,0,0,3,8,2,.237,.312,.398,.710,0,0,33,10
746733,away,121,New York Mets,30,4,0,0,1,3,10,5,.167,.272,.264,.536,1,1,38,18
746733,home,113,Cincinnati Reds,34,7,2,0,1,2,9,6,.261,.320,.461,.781,0,0,41,23
744874,away,143,Philadelphia Phillies,33,9,3,0,0,4,9,9,.230,.323,.357,.680,1,1,43,23
744874,home,120,Washington Nationals,28,2,1,0,0,0,7,5,.235,.314,.383,.697,0,0,33,13
747143,away,109,Arizona Diamondbacks,39,9,2,0,1,5,8,6,.279,.361,.454,.815,0,0,45,22
747143,home,144,Atlanta Braves,41,12,5,0,1,6,8,3,.297,.363,.518,.881,0,0,45,23
746328,away,145,Chicago White Sox,28,4,1,0,1,1,7,4,.186,.258,.321,.579,1,1,32,8
746328,home,118,Kansas City Royals,31,7,1,0,0,2,10,4,.244,.300,.433,.733,1,0,35,15
745033,away,117,Houston Astros,31,3,0,0,1,2,5,1,.272,.336,.460,.796,0,0,32,9
745033,home,140,Texas Rangers,40,16,4,1,2,10,4,6,.289,.368,.486,.854,0,0,46,22
746007,away,136,Seattle Mariners,34,8,2,0,0,5,10,2,.201,.270,.290,.560,0,0,40,19
746007,home,158,Milwaukee Brewers,32,8,1,0,3,6,9,6,.267,.348,.426,.774,2,1,38,9
746249,away,111,Boston Red Sox,34,9,0,0,5,8,6,5,.254,.328,.392,.720,1,0,43,13
746249,home,108,Los Angeles Angels,36,6,0,0,1,6,10,3,.212,.298,.385,.683,0,0,41,20
746498,away,133,Oakland Athletics,31,5,0,0,1,4,8,6,.192,.275,.320,.595,1,1,37,13
746498,home,116,Detroit Tigers,33,5,2,0,0,0,9,1,.209,.284,.337,.621,1,0,34,14
745926,away,114,Cleveland Guardians,33,7,1,0,1,3,11,0,.268,.331,.404,.735,0,1,34,10
745926,home,142,Minnesota Twins,29,2,0,1,0,1,14,7,.191,.308,.300,.608,1,0,39,25
745197,away,146,Miami Marlins,33,8,1,0,0,1,5,1,.208,.275,.308,.583,0,0,34,16
745197,home,138,St. Louis Cardinals,31,8,3,0,0,2,3,4,.229,.309,.333,.642,0,1,35,18
746896,away,119,Los Angeles Dodgers,36,9,1,0,0,3,14,4,.291,.371,.468,.839,0,0,40,24
746896,home,112,Chicago Cubs,34,7,3,0,0,1,15,3,.270,.370,.434,.804,0,0,37,23
745522,away,110,Baltimore Orioles,37,4,2,0,0,4,6,3,.226,.283,.400,.683,3,0,42,20
745522,home,134,Pittsburgh Pirates,42,11,2,0,1,5,9,4,.270,.362,.416,.778,2,0,46,31
744873,away,143,Philadelphia Phillies,34,9,1,1,1,5,8,3,.235,.323,.367,.690,2,1,37,16
744873,home,120,Washington Nationals,31,4,0,0,1,2,6,2,.222,.302,.364,.666,1,1,34,13
746731,away,121,New York Mets,38,11,2,0,0,6,7,2,.185,.281,.275,.556,2,0,41,19
746731,home,113,Cincinnati Reds,33,8,1,1,1,8,11,5,.259,.324,.457,.781,3,0,40,13
745031,away,117,Houston Astros,35,8,2,0,0,0,7,4,.267,.332,.440,.772,0,0,39,11
745031,home,140,Texas Rangers,39,15,4,0,0,6,8,4,.301,.378,.486,.864,1,0,43,24
745766,away,141,Toronto Blue Jays,37,12,6,0,1,8,6,6,.198,.297,.340,.637,0,0,46,25
745766,home,147,New York Yankees,31,10,1,0,3,8,5,7,.243,.331,.379,.710,2,0,40,14
746329,away,145,Chicago White Sox,28,3,2,0,0,0,10,2,.177,.248,.305,.553,0,0,30,8
746329,home,118,Kansas City Royals,32,10,1,0,1,3,8,3,.252,.308,.434,.742,0,0,35,14
746006,away,136,Seattle Mariners,35,10,0,0,2,5,11,3,.211,.279,.310,.589,1,1,38,13
746006,home,158,Milwaukee Brewers,31,5,1,0,1,3,8,4,.253,.335,.408,.743,0,0,36,11
747140,away,109,Arizona Diamondbacks,39,12,2,0,1,7,6,2,.282,.361,.451,.812,0,0,43,18
747140,home,144,Atlanta Braves,40,15,4,1,1,9,10,2,.309,.369,.531,.900,0,0,42,23
746575,away,139,Tampa Bay Rays,36,9,2,0,1,8,12,5,.247,.324,.378,.702,3,0,41,13
746575,home,115,Colorado Rockies,37,11,2,0,3,6,8,3,.242,.308,.404,.712,1,0,40,13
745359,away,135,San Diego Padres,30,5,0,0,1,4,2,3,.257,.327,.417,.744,0,1,33,5
